Index,Site,Plot,Treatment,Individual,Trecruit,Tdeath,Species,Family,Life Form,alive
1311,CAR,8,close,H9,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
1312,CAR,8,close,H10,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
1313,CAR,8,close,H11,0,84,Araceae sp.,Araceae,herb,0
1314,CAR,8,close,H12,0,84,Eugenia cuprea,Myrtaceae,tree,0
1315,CAR,8,close,H13,0,30,Euterpe edulis,Arecaceae,palm,1
1316,CAR,8,close,H14,0,66,Euterpe edulis,Arecaceae,palm,1
1317,CAR,8,close,H15,0,84,Sloanea guianensis,Elaeocarpaceae,tree,0
1318,CAR,8,close,H16,0,84,Eugenia cuprea,Myrtaceae,tree,0
1319,CAR,8,close,H17,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
1320,CAR,8,close,H18,0,12,Goeppertia sp.,Marantaceae,herb,1
1321,CAR,8,close,H19,0,12,Eugenia cuprea,Myrtaceae,tree,1
1322,CAR,8,close,H20,0,36,Eugenia cuprea,Myrtaceae,tree,1
1323,CAR,8,close,H21,0,84,Mollinedia schottiana,Monimiaceae,tree,0
1324,CAR,8,close,H22,0,36,Mollinedia schottiana,Monimiaceae,tree,1
1325,CAR,8,close,H23,0,84,Geonoma elegans,Arecaceae,palm,0
1326,CAR,8,close,H24,0,36,Araceae sp.,Araceae,herb,1
1327,CAR,8,close,H25,0,36,Araceae sp.,Araceae,herb,1
1328,CAR,8,close,H26,0,24,Araceae sp.,Araceae,herb,1
1329,CAR,8,close,H27,18,84,Goeppertia sp.,Marantaceae,herb,0
1330,CAR,8,close,H28,18,36,Euterpe edulis,Arecaceae,palm,1
1331,CAR,8,close,H29,24,84,Euterpe edulis,Arecaceae,palm,0
1332,CAR,8,close,H30,24,48,Araceae sp.,Araceae,herb,1
1333,CAR,8,close,H31,30,84,Euterpe edulis,Arecaceae,palm,0
1334,CAR,8,close,H32,30,84,Eugenia cuprea,Myrtaceae,tree,0
1335,CAR,8,close,H33,30,66,Mollinedia sp.,Monimiaceae,tree,1
1336,CAR,8,close,H34,30,54,Myrtaceae sp.,Myrtaceae,tree,1
1337,CAR,8,close,H35,30,84,Sloanea cf.,Elaeocarpaceae,tree,0
1338,CAR,8,close,H36,36,84,Euterpe edulis,Arecaceae,palm,0
1339,CAR,8,close,H37,36,60,Myrtaceae cf.,Myrtaceae cf.,indeterminate,1
1340,CAR,8,close,H38,36,84,Psychotria cf. nuda,Rubiaceae,shrub,0
1341,CAR,8,close,H39,36,84,Eugenia cuprea,Myrtaceae,tree,0
1342,CAR,8,close,H40,36,84,Eugenia cuprea,Myrtaceae,tree,0
1343,CAR,8,close,H41,42,84,Psychotria nuda,Rubiaceae,shrub,0
1344,CAR,8,close,H42,42,84,Eugenia cuprea,Myrtaceae,tree,0
1345,CAR,8,close,H43,42,84,Gomidesia sp.,Myrtaceae,tree,0
1346,CAR,8,close,H44,42,84,Psychotria nuda,Rubiaceae,shrub,0
1347,CAR,8,close,H45,42,84,Gomidesia sp.,Myrtaceae,tree,0
1348,CAR,8,close,H46,42,84,Eugenia cuprea,Myrtaceae,tree,0
1349,CAR,8,close,H47,42,84,Eugenia cuprea,Myrtaceae,tree,0
1350,CAR,8,close,H48,42,84,Eugenia cuprea,Myrtaceae,tree,0
1351,CAR,8,close,H49,42,84,Gomidesia sp.,Myrtaceae,tree,0
1352,CAR,8,close,H50,42,84,Gomidesia sp.,Myrtaceae,tree,0
1353,CAR,8,close,H51,42,84,Eugenia cuprea,Myrtaceae,tree,0
1354,CAR,8,close,H52,42,84,Gomidesia sp.,Myrtaceae,tree,0
1355,CAR,8,close,H53,42,84,Psychotria sp.,Rubiaceae,indeterminate,0
1356,CAR,8,close,H54,42,84,Gomidesia sp.,Myrtaceae,tree,0
1357,CAR,8,close,H55,42,78,Acanthaceae cf.,Acanthaceae cf.,herb,1
1358,CAR,8,close,H56,42,84,Gomidesia sp.,Myrtaceae,tree,0
1359,CAR,8,close,H57,48,84,Eugenia cf. cuprea,Myrtaceae,tree,0
1360,CAR,8,close,H58,48,84,Eugenia cf. cuprea,Myrtaceae,tree,0
1361,CAR,8,close,H59,48,84,Goeppertia sp.,Marantaceae,herb,0
1362,CAR,8,close,H60,54,84,Eugenia cuprea,Myrtaceae,tree,0
1363,CAR,8,close,H61,54,84,Rubiaceae cf.,Rubiaceae cf.,indeterminate,0
1364,CAR,8,close,H62,60,84,Indeterminate sp.,Indeterminate,indeterminate,0
1365,CAR,8,close,H63,60,84,Eugenia sp.,Myrtaceae,tree,0
1366,CAR,8,close,H64,60,72,Euterpe edulis,Arecaceae,palm,1
1367,CAR,8,close,H65,60,84,Eugenia sp.,Myrtaceae,tree,0
1368,CAR,8,close,H66,60,84,Eugenia sp.,Myrtaceae,tree,0
1369,CAR,8,close,H67,66,84,Euterpe edulis,Arecaceae,palm,0
1370,CAR,8,close,H68,66,84,Eugenia cuprea,Myrtaceae,tree,0
1371,CAR,8,close,H69,66,84,Eugenia cuprea,Myrtaceae,tree,0
1372,CAR,8,close,H70,66,84,Indeterminate sp.,Indeterminate,indeterminate,0
1373,CAR,8,close,H71,72,84,Eugenia cuprea,Myrtaceae,tree,0
1374,CAR,8,close,H72,78,84,Eugenia cuprea,Myrtaceae,tree,0
1375,CAR,8,close,H73,78,84,Eugenia cuprea,Myrtaceae,tree,0
1376,CAR,8,close,H74,78,84,Eugenia cuprea,Myrtaceae,tree,0
1377,CAR,8,close,H75,84,84,Eugenia cuprea,Myrtaceae,tree,0
1378,CAR,8,close,H76,84,84,Coccocypselum sp.,Rubiaceae,herb,0
1379,CAR,9,open,C1,0,12,Rudgea jasminoides,Rubiaceae,shrub,1
1380,CAR,9,open,C2,0,6,Euterpe edulis,Arecaceae,palm,1
1381,CAR,9,open,C3,0,42,Myrtaceae sp.,Myrtaceae,tree,1
1382,CAR,9,open,C4,0,6,Polypodiaceae sp.,Polypodiaceae,herb,1
1383,CAR,9,open,C5,0,84,Eugenia sp.,Myrtaceae,tree,0
1384,CAR,9,open,C6,0,12,Parinari excelsa,Chrysobalanaceae,tree,1
1385,CAR,9,open,C7,0,48,Marlierea obscura,Myrtaceae,tree,1
1386,CAR,9,open,C8,0,24,Eugenia neoaustralis,Myrtaceae,tree,1
1387,CAR,9,open,C9,0,12,Araceae sp.,Araceae,herb,1
1388,CAR,9,open,C10,6,12,Euterpe edulis,Arecaceae,palm,1
1389,CAR,9,open,C11,6,12,Euterpe edulis,Arecaceae,palm,1
1390,CAR,9,open,C13,24,30,Euterpe edulis,Arecaceae,palm,1
1391,CAR,9,open,C14,24,42,Euterpe edulis,Arecaceae,palm,1
1392,CAR,9,open,C15,30,36,Euterpe edulis,Arecaceae,palm,1
1393,CAR,9,open,C16,30,66,Euterpe edulis,Arecaceae,palm,1
1394,CAR,9,open,C17,30,84,Serjania sp.,Sapindaceae,liana,0
1395,CAR,9,open,C18,30,84,Euterpe edulis,Arecaceae,palm,0
1396,CAR,9,open,C19,30,84,Sloanea sp.,Elaeocarpaceae,tree,0
1397,CAR,9,open,C20,36,84,Euterpe edulis,Arecaceae,palm,0
1398,CAR,9,open,C21,36,54,Euterpe edulis,Arecaceae,palm,1
1399,CAR,9,open,C22,36,60,Euterpe edulis,Arecaceae,palm,1
1400,CAR,9,open,C23,36,60,Euterpe edulis,Arecaceae,palm,1
1401,CAR,9,open,C24,36,48,Euterpe edulis,Arecaceae,palm,1
1402,CAR,9,open,C25,36,66,Euterpe edulis,Arecaceae,palm,1
1403,CAR,9,open,C26,42,78,Myrtaceae cf.,Myrtaceae cf.,indeterminate,1
1404,CAR,9,open,C27,54,60,Allophylus cf.,Sapindaceae,liana,1
1405,CAR,9,open,C28,60,84,Philodendron sp.,Araceae,herb,0
1406,CAR,9,open,C29,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1407,CAR,9,open,C31,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1408,CAR,9,open,C32,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1409,CAR,9,open,C33,66,72,Myrtaceae sp.,Myrtaceae,tree,1
1410,CAR,9,open,C34,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1411,CAR,9,open,C35,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1412,CAR,9,open,C36,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1413,CAR,9,open,C37,66,84,Sloanea sp.,Elaeocarpaceae,tree,0
1414,CAR,9,open,C38,66,84,Sloanea cf.,Elaeocarpaceae,tree,0
1415,CAR,9,open,C39,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1416,CAR,9,open,C40,72,84,Philodendron sp.,Araceae,herb,0
1417,CAR,9,open,C41,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
1418,CAR,9,open,C42,78,84,Rudgea sp.,Rubiaceae,shrub,0
1419,CAR,9,open,C43,84,84,Myrtaceae sp.,Myrtaceae,tree,0
1420,CAR,9,open,C44,84,84,Sloanea sp.,Elaeocarpaceae,tree,0
1421,CAR,9,open,D1,0,66,Acanthaceae sp.,Acanthaceae,herb,1
1422,CAR,9,open,D2,0,12,Sapindaceae sp. 2,Sapindaceae,liana,1
1423,CAR,9,open,D3,0,84,Doliocarpus sp.,Dileniaceae,shrub,0
1424,CAR,9,open,D4,0,84,Philodendron sp.,Araceae,herb,0
1425,CAR,9,open,D5,0,84,Eugenia neoaustralis,Myrtaceae,tree,0
1426,CAR,9,open,D6,0,12,Sloanea guianensis,Elaeocarpaceae,tree,1
1427,CAR,9,open,D7,0,36,Euterpe edulis,Arecaceae,palm,1
1428,CAR,9,open,D8,6,12,Indeterminate sp.,Indeterminate,indeterminate,1
1429,CAR,9,open,D9,6,36,Euterpe edulis,Arecaceae,palm,1
1430,CAR,9,open,D10,6,84,Mollinedia sp.,Monimiaceae,tree,0
1431,CAR,9,open,D11,6,12,Indeterminate sp.,Indeterminate,indeterminate,1
1432,CAR,9,open,D12,12,84,Euterpe edulis,Arecaceae,palm,0
1433,CAR,9,open,D13,24,42,Euterpe edulis,Arecaceae,palm,1
1434,CAR,9,open,D14,24,66,Indeterminate sp.,Indeterminate,indeterminate,1
1435,CAR,9,open,D15,36,54,Rubiaceae sp.,Rubiaceae,indeterminate,1
1436,CAR,9,open,D16,36,54,Rubiaceae sp.,Rubiaceae,indeterminate,1
1437,CAR,9,open,D17,36,48,Rubiaceae sp.,Rubiaceae,indeterminate,1
1438,CAR,9,open,D18,36,48,Euterpe edulis,Arecaceae,palm,1
1439,CAR,9,open,D19,36,84,Sloanea sp.,Elaeocarpaceae,tree,0
1440,CAR,9,open,D20,36,48,Rubiaceae cf.,Rubiaceae cf.,indeterminate,1
1441,CAR,9,open,D21,42,84,Philodendron sp.,Araceae,herb,0
1442,CAR,9,open,D22,42,48,Rubiaceae sp.,Rubiaceae,indeterminate,1
1443,CAR,9,open,D23,48,84,Myrtaceae cf.,Myrtaceae cf.,indeterminate,0
1444,CAR,9,open,D25,54,84,Sorocea cf.,Moraceae,tree,0
1445,CAR,9,open,D26,60,84,Philodendron sp.,Araceae,herb,0
1446,CAR,9,open,D27,66,72,Myrtaceae sp.,Myrtaceae,tree,1
1447,CAR,9,open,D28,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1448,CAR,9,open,D29,66,84,Acanthaceae sp.,Acanthaceae,herb,0
1449,CAR,9,open,D30,66,84,Philodendron sp.,Araceae,herb,0
1450,CAR,9,open,D31,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1451,CAR,9,open,D32,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1452,CAR,9,open,D33,66,72,Myrtaceae sp.,Myrtaceae,tree,1
1453,CAR,9,open,D34,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1454,CAR,9,open,D35,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1455,CAR,9,open,D36,66,84,Doliocarpus sp.,Dilleniaceae,shrub,0
1456,CAR,9,open,D37,72,84,Myrtaceae sp.,Myrtaceae,tree,0
1457,CAR,9,open,D38,72,84,Doliocarpus sp.,Dilleniaceae,shrub,0
1458,CAR,9,open,D39,78,84,Philodendron sp.,Araceae,herb,0
1459,CAR,9,open,D40,84,84,Rubiaceae sp.,Rubiaceae,indeterminate,0
1460,CAR,9,open,D41,84,84,Rudgea sp.,Rubiaceae,shrub,0
1461,CAR,9,open,H1,0,12,Eugenia sp.,Myrtaceae,tree,1
1462,CAR,9,open,H2,0,12,Pausandra morisiana,Euphorbiaceae,tree,1
1463,CAR,9,open,H3,0,18,Euterpe edulis,Arecaceae,palm,1
1464,CAR,9,open,H4,0,12,Euterpe edulis,Arecaceae,palm,1
1465,CAR,9,open,H5,0,84,Polypodiaceae sp.,Polypodiaceae,herb,0
1466,CAR,9,open,H6,0,84,Polypodiaceae sp.,Polypodiaceae,herb,0
1467,CAR,9,open,H7,0,84,Polypodiaceae sp.,Polypodiaceae,herb,0
1468,CAR,9,open,H8,0,84,Virola bicuhyba ,Myristicaceae,tree,0
1469,CAR,9,open,H9,0,60,Mollinedia sp.,Monimiaceae,tree,1
1470,CAR,9,open,H10,6,12,Euterpe edulis,Arecaceae,palm,1
1471,CAR,9,open,H11,6,12,Euterpe edulis,Arecaceae,palm,1
1472,CAR,9,open,H12,6,12,Euterpe edulis,Arecaceae,palm,1
1473,CAR,9,open,H13,6,12,Euterpe edulis,Arecaceae,palm,1
1474,CAR,9,open,H14,6,12,Euterpe edulis,Arecaceae,palm,1
1475,CAR,9,open,H15,6,12,Euterpe edulis,Arecaceae,palm,1
1476,CAR,9,open,H16,6,36,Euterpe edulis,Arecaceae,palm,1
1477,CAR,9,open,H17,6,18,Euterpe edulis,Arecaceae,palm,1
1478,CAR,9,open,H18,6,12,Euterpe edulis,Arecaceae,palm,1
1479,CAR,9,open,H19,6,48,Indeterminate sp.,Indeterminate,indeterminate,1
1480,CAR,9,open,H20,6,12,Indeterminate sp.,Indeterminate,indeterminate,1
1481,CAR,9,open,H21,6,12,Euterpe edulis,Arecaceae,palm,1
1482,CAR,9,open,H22,6,12,Euterpe edulis,Arecaceae,palm,1
1483,CAR,9,open,H23,6,84,Euterpe edulis,Arecaceae,palm,0
1484,CAR,9,open,H24,6,24,Euterpe edulis,Arecaceae,palm,1
1485,CAR,9,open,H25,6,12,Euterpe edulis,Arecaceae,palm,1
1486,CAR,9,open,H26,6,12,Euterpe edulis,Arecaceae,palm,1
1487,CAR,9,open,H27,12,30,Euterpe edulis,Arecaceae,palm,1
1488,CAR,9,open,H28,12,36,Euterpe edulis,Arecaceae,palm,1
1489,CAR,9,open,H29,12,36,Euterpe edulis,Arecaceae,palm,1
1490,CAR,9,open,H30,12,18,Euterpe edulis,Arecaceae,palm,1
1491,CAR,9,open,H31,12,18,Euterpe edulis,Arecaceae,palm,1
1492,CAR,9,open,H32,12,30,Euterpe edulis,Arecaceae,palm,1
1493,CAR,9,open,H33,24,30,Euterpe edulis,Arecaceae,palm,1
1494,CAR,9,open,H34,24,36,Euterpe edulis,Arecaceae,palm,1
1495,CAR,9,open,H35,24,60,Euterpe edulis,Arecaceae,palm,1
1496,CAR,9,open,H36,24,30,Euterpe edulis,Arecaceae,palm,1
1497,CAR,9,open,H37,24,30,Euterpe edulis,Arecaceae,palm,1
1498,CAR,9,open,H38,24,36,Euterpe edulis,Arecaceae,palm,1
1499,CAR,9,open,H39,24,36,Euterpe edulis,Arecaceae,palm,1
1500,CAR,9,open,H40,24,36,Euterpe edulis,Arecaceae,palm,1
1501,CAR,9,open,H41,24,36,Euterpe edulis,Arecaceae,palm,1
1502,CAR,9,open,H42,24,36,Indeterminate sp.,Indeterminate,indeterminate,1
1503,CAR,9,open,H43,36,84,Sloanea sp.,Elaeocarpaceae,tree,0
1504,CAR,9,open,H44,36,48,Sloanea cf.,Elaeocarpaceae,tree,1
1505,CAR,9,open,H45,36,84,Euterpe edulis,Arecaceae,palm,0
1506,CAR,9,open,H46,36,66,Euterpe edulis,Arecaceae,palm,1
1507,CAR,9,open,H47,36,84,Euterpe edulis,Arecaceae,palm,0
1508,CAR,9,open,H48,36,42,Euterpe edulis,Arecaceae,palm,1
1509,CAR,9,open,H49,36,84,Euterpe edulis,Arecaceae,palm,0
1510,CAR,9,open,H50,36,84,Myrtaceae sp.,Myrtaceae,tree,0
1511,CAR,9,open,H51,36,60,Euterpe edulis,Arecaceae,palm,1
1512,CAR,9,open,H52,36,54,Euterpe edulis,Arecaceae,palm,1
1513,CAR,9,open,H53,36,60,Euterpe edulis,Arecaceae,palm,1
1514,CAR,9,open,H54,36,84,Rubiaceae cf.,Rubiaceae cf.,indeterminate,0
1515,CAR,9,open,H55,42,48,Mollinedia cf.,Monimiaceae,tree,1
1516,CAR,9,open,H56,48,66,Euterpe edulis,Arecaceae,palm,1
1517,CAR,9,open,H57,54,66,Euterpe edulis,Arecaceae,palm,1
1518,CAR,9,open,H58,54,84,Euterpe edulis,Arecaceae,palm,0
1519,CAR,9,open,H59,54,66,Euterpe edulis,Arecaceae,palm,1
1520,CAR,9,open,H60,54,66,Sorocea sp.,Moraceae,tree,1
1521,CAR,9,open,H61,54,84,Allophylus cf.,Sapindaceae,liana,0
1522,CAR,9,open,H62,66,84,Parodiolyra sp.,Poaceae,bamboo,0
1523,CAR,9,open,H63,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1524,CAR,9,open,H64,72,84,Euterpe edulis,Arecaceae,palm,0
1525,CAR,9,open,H65,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
1526,CAR,9,close,C1,0,12,Euterpe edulis,Arecaceae,palm,1
1527,CAR,9,close,C2,0,84,Psychotria sp.,Rubiaceae,indeterminate,0
1528,CAR,9,close,C3,0,84,Rudgea jasminoides,Rubiaceae,shrub,0
1529,CAR,9,close,C4,0,84,Marlierea obscura,Myrtaceae,tree,0
1530,CAR,9,close,C5,0,42,Acanthaceae sp.,Acanthaceae,herb,1
1531,CAR,9,close,C6,0,84,Sloanea guianensis,Elaeocarpaceae,tree,0
1532,CAR,9,close,C7,0,30,Smilax sp.,Smilacaceae,liana,1
1533,CAR,9,close,C8,0,84,Philodendron sp.,Araceae,herb,0
1534,CAR,9,close,C9,0,84,Psychotria sp.,Rubiaceae,indeterminate,0
1535,CAR,9,close,C10,0,84,Philodendron sp.,Araceae,herb,0
1536,CAR,9,close,C11,0,84,Marlierea obscura,Myrtaceae,tree,0
1537,CAR,9,close,C12,0,6,Euterpe edulis,Arecaceae,palm,1
1538,CAR,9,close,C13,0,6,Psychotria nuda ,Rubiaceae,shrub,1
1539,CAR,9,close,C14,6,48,Euterpe edulis,Arecaceae,palm,1
1540,CAR,9,close,C15,6,66,Euterpe edulis,Arecaceae,palm,1
1541,CAR,9,close,C16,6,30,Indeterminate sp.,Indeterminate,indeterminate,1
1542,CAR,9,close,C17,6,24,Euterpe edulis,Arecaceae,palm,1
1543,CAR,9,close,C18,6,30,Euterpe edulis,Arecaceae,palm,1
1544,CAR,9,close,C19,24,60,Sloanea sp.,Elaeocarpaceae,tree,1
1545,CAR,9,close,C20,30,60,Euterpe edulis,Arecaceae,palm,1
1546,CAR,9,close,C21,30,84,Euterpe edulis,Arecaceae,palm,0
1547,CAR,9,close,C22,36,84,Rubiaceae sp.,Rubiaceae,indeterminate,0
1548,CAR,9,close,C23,36,66,Euterpe edulis,Arecaceae,palm,1
1549,CAR,9,close,C24,36,84,Geonoma sp.,Arecaceae,palm,0
1550,CAR,9,close,C25,36,84,Myrtaceae sp.,Myrtaceae,tree,0
1551,CAR,9,close,C26,42,84,Indeterminate sp.,Indeterminate,indeterminate,0
1552,CAR,9,close,C27,42,84,Sloanea cf. guianensis,Elaeocarpaceae,tree,0
1553,CAR,9,close,C28,54,60,Euterpe edulis,Arecaceae,palm,1
1554,CAR,9,close,C29,54,84,Virola bicuhyba ,Myristicaceae,tree,0
1555,CAR,9,close,C30,54,78,Euterpe edulis,Arecaceae,palm,1
1556,CAR,9,close,C31,60,84,Euterpe edulis,Arecaceae,palm,0
1557,CAR,9,close,C32,60,84,Virola bicuhyba ,Myristicaceae,tree,0
1558,CAR,9,close,C33,60,84,Virola bicuhyba ,Myristicaceae,tree,0
1559,CAR,9,close,C34,60,66,Euterpe edulis,Arecaceae,palm,1
1560,CAR,9,close,C35,66,84,Indeterminate sp.,Indeterminate,indeterminate,0
1561,CAR,9,close,C36,66,84,Indeterminate sp.,Indeterminate,indeterminate,0
1562,CAR,9,close,C37,72,84,Dichorisandra sp.,Commelinaceae,herb,0
1563,CAR,9,close,C38,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
1564,CAR,9,close,C39,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
1565,CAR,9,close,C40,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
1566,CAR,9,close,C41,78,84,Euterpe edulis,Arecaceae,palm,0
1567,CAR,9,close,C42,78,84,Euterpe edulis,Arecaceae,palm,0
1568,CAR,9,close,C43,84,84,Geonoma sp.,Arecaceae,palm,0
1569,CAR,9,close,D1,0,36,Rudgea jasminoides,Rubiaceae,shrub,1
1570,CAR,9,close,D2,0,84,Marlierea obscura,Myrtaceae,tree,0
1571,CAR,9,close,D3,0,54,Marlierea obscura,Myrtaceae,tree,1
1572,CAR,9,close,D4,0,24,Ocotea dispersa,Lauraceae,tree,1
1573,CAR,9,close,D5,0,84,Goeppertia sp.,Marantaceae,herb,0
1574,CAR,9,close,D6,0,18,Marlierea tomentosa,Myrtaceae,tree,1
1575,CAR,9,close,D7,0,6,Euterpe edulis,Arecaceae,palm,1
1576,CAR,9,close,D8,0,84,Gomidesia tijucensis,Myrtaceae,tree,0
1577,CAR,9,close,D9,0,84,Pausandra morisiana,Euphorbiaceae,tree,0
1578,CAR,9,close,D10,6,66,Euterpe edulis,Arecaceae,palm,1
1579,CAR,9,close,D11,6,42,Euterpe edulis,Arecaceae,palm,1
1580,CAR,9,close,D12,6,36,Euterpe edulis,Arecaceae,palm,1
1581,CAR,9,close,D13,6,66,Euterpe edulis,Arecaceae,palm,1
1582,CAR,9,close,D14,6,48,Euterpe edulis,Arecaceae,palm,1
1583,CAR,9,close,D15,6,84,Euterpe edulis,Arecaceae,palm,0
1584,CAR,9,close,D16,6,66,Euterpe edulis,Arecaceae,palm,1
1585,CAR,9,close,D17,6,48,Euterpe edulis,Arecaceae,palm,1
1586,CAR,9,close,D18,6,12,Indeterminate sp.,Indeterminate,indeterminate,1
1587,CAR,9,close,D19,6,12,Indeterminate sp.,Indeterminate,indeterminate,1
1588,CAR,9,close,D20,24,36,Euterpe edulis,Arecaceae,palm,1
1589,CAR,9,close,D21,24,48,Euterpe edulis,Arecaceae,palm,1
1590,CAR,9,close,D22,24,42,Euterpe edulis,Arecaceae,palm,1
1591,CAR,9,close,D23,24,84,Philodendron sp.,Araceae,herb,0
1592,CAR,9,close,D24,24,60,Euterpe edulis,Arecaceae,palm,1
1593,CAR,9,close,D25,24,54,Euterpe edulis,Arecaceae,palm,1
1594,CAR,9,close,D26,24,36,Euterpe edulis,Arecaceae,palm,1
1595,CAR,9,close,D27,30,84,Myrsine sp.,Primulaceae,tree,0
1596,CAR,9,close,D28,30,36,Euterpe edulis,Arecaceae,palm,1
1597,CAR,9,close,D29,30,36,Euterpe edulis,Arecaceae,palm,1
1598,CAR,9,close,D30,30,48,Euterpe edulis,Arecaceae,palm,1
1599,CAR,9,close,D31,30,36,Euterpe edulis,Arecaceae,palm,1
1600,CAR,9,close,D32,30,48,Euterpe edulis,Arecaceae,palm,1
1601,CAR,9,close,D33,30,36,Euterpe edulis,Arecaceae,palm,1
1602,CAR,9,close,D34,30,48,Euterpe edulis,Arecaceae,palm,1
1603,CAR,9,close,D35,30,54,Euterpe edulis,Arecaceae,palm,1
1604,CAR,9,close,D36,36,48,Euterpe edulis,Arecaceae,palm,1
1605,CAR,9,close,D37,36,42,Euterpe edulis,Arecaceae,palm,1
1606,CAR,9,close,D38,36,48,Euterpe edulis,Arecaceae,palm,1
1607,CAR,9,close,D39,36,60,Euterpe edulis,Arecaceae,palm,1
1608,CAR,9,close,D40,36,72,Euterpe edulis,Arecaceae,palm,1
1609,CAR,9,close,D41,36,42,Euterpe edulis,Arecaceae,palm,1
1610,CAR,9,close,D42,36,54,Euterpe edulis,Arecaceae,palm,1
1611,CAR,9,close,D43,36,48,Euterpe edulis,Arecaceae,palm,1
1612,CAR,9,close,D44,36,78,Euterpe edulis,Arecaceae,palm,1
1613,CAR,9,close,D45,36,66,Euterpe edulis,Arecaceae,palm,1
1614,CAR,9,close,D46,36,84,Euterpe edulis,Arecaceae,palm,0
1615,CAR,9,close,D47,36,42,Euterpe edulis,Arecaceae,palm,1
1616,CAR,9,close,D48,36,84,Euterpe edulis,Arecaceae,palm,0
1617,CAR,9,close,D49,48,84,Eugenia sp.,Myrtaceae,tree,0
1618,CAR,9,close,D50,48,84,Indeterminate sp.,Indeterminate,indeterminate,0
1619,CAR,9,close,D51,54,84,Euterpe edulis,Arecaceae,palm,0
1620,CAR,9,close,D52,54,66,Euterpe edulis,Arecaceae,palm,1
1621,CAR,9,close,D53,54,84,Brosimum sp.,Moraceae,tree,0
1622,CAR,9,close,D54,54,84,Euterpe edulis,Arecaceae,palm,0
1623,CAR,9,close,D55,54,66,Euterpe edulis,Arecaceae,palm,1
1624,CAR,9,close,D56,60,66,Sorocea sp.,Moraceae,tree,1
1625,CAR,9,close,D57,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1626,CAR,9,close,D58,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1627,CAR,9,close,D59,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1628,CAR,9,close,D60,66,84,Myrtaceae sp.,Myrtaceae,tree,0
1629,CAR,9,close,D61,66,72,Myrtaceae sp.,Myrtaceae,tree,1
1630,CAR,9,close,D62,72,84,Euterpe edulis,Arecaceae,palm,0
1631,CAR,9,close,D63,84,84,Zollernia ilicifolia,Fabaceae,tree,0
1632,CAR,9,close,D64,84,84,Philodendron sp.,Araceae,herb,0
1633,CAR,9,close,D65,84,84,Sloanea sp.,Elaeocarpaceae,tree,0
1634,CAR,9,close,H1,0,84,Marlierea obscura,Myrtaceae,tree,0
1635,CAR,9,close,H2,0,84,Indeterminate sp.,Indeterminate,indeterminate,0
1636,CAR,9,close,H3,0,84,Marlierea obscura,Myrtaceae,tree,0
1637,CAR,9,close,H4,0,24,Apocynaceae sp.,Apocynaceae,liana,1
1638,CAR,9,close,H5,0,72,Geonoma sp.,Arecaceae,palm,1
1639,CAR,9,close,H6,0,48,Rubiaceae sp.,Rubiaceae,indeterminate,1
1640,CAR,9,close,H7,0,84,Doliocarpus sp.,Dilleniaceae,shrub,0
1641,CAR,9,close,H8,0,72,Araceae sp.,Araceae,herb,1
1642,CAR,9,close,H9,0,6,Marlierea obscura,Myrtaceae,tree,1
1643,CAR,9,close,H10,0,6,Marlierea obscura,Myrtaceae,tree,1
1644,CAR,9,close,H11,0,6,Rudgea jasminoides,Rubiaceae,shrub,1
1645,CAR,9,close,H12,0,6,Euterpe edulis,Arecaceae,palm,1
1646,CAR,9,close,H13,0,24,Euterpe edulis,Arecaceae,palm,1
1647,CAR,9,close,H14,0,12,Bignoniaceae sp.,Bignoniaceae,indeterminate,1
1648,CAR,9,close,H15,0,18,Euterpe edulis,Arecaceae,palm,1
1649,CAR,9,close,H16,0,12,Marlierea obscura,Myrtaceae,tree,1
1650,CAR,9,close,H17,0,84,Eugenia sp.,Myrtaceae,tree,0
1651,CAR,9,close,H18,6,12,Euterpe edulis,Arecaceae,palm,1
1652,CAR,9,close,H19,6,12,Indeterminate sp.,Indeterminate,indeterminate,1
1653,CAR,9,close,H20,12,24,Indeterminate sp.,Indeterminate,indeterminate,1
