Site,Treatment,Plot,PlotID,Species,species_new,Abundances,Month,Time
CAR,closed,5,CAR_closed_5_T84,Euterpe edulis,Euterpe edulis,6,T84,NA
CAR,closed,5,CAR_closed_5_T84,Garcinia gardneriana,Garcinia gardneriana,1,T84,NA
CAR,closed,5,CAR_closed_5_T84,Hirtella hebeclada,Hirtella hebeclada,1,T84,NA
CAR,closed,5,CAR_closed_5_T84,Lomariopsis marginata ,Lomariopsis marginata ,1,T84,NA
CAR,closed,5,CAR_closed_5_T84,Mollinedia schottiana,Mollinedia schottiana,1,T84,NA
CAR,closed,5,CAR_closed_5_T84,Psychotria nuda,Psychotria nuda,34,T84,NA
CAR,closed,5,CAR_closed_5_T84,Syagrus romanzoffiana,Syagrus romanzoffiana,1,T84,NA
CAR,closed,5,CAR_closed_5_T90,Euterpe edulis,Euterpe edulis,5,T90,NA
CAR,closed,5,CAR_closed_5_T90,Garcinia gardneriana,Garcinia gardneriana,1,T90,NA
CAR,closed,5,CAR_closed_5_T90,Hirtella hebeclada,Hirtella hebeclada,1,T90,NA
CAR,closed,5,CAR_closed_5_T90,Lomariopsis marginata ,Lomariopsis marginata ,1,T90,NA
CAR,closed,5,CAR_closed_5_T90,Mollinedia schottiana,Mollinedia schottiana,1,T90,NA
CAR,closed,5,CAR_closed_5_T90,Psychotria nuda,Psychotria nuda,30,T90,NA
CAR,closed,5,CAR_closed_5_T90,Syagrus romanzoffiana,Syagrus romanzoffiana,1,T90,NA
CAR,closed,5,CAR_closed_5_T96,Euterpe edulis,Euterpe edulis,5,T96,NA
CAR,closed,5,CAR_closed_5_T96,Garcinia gardneriana,Garcinia gardneriana,1,T96,NA
CAR,closed,5,CAR_closed_5_T96,Hirtella hebeclada,Hirtella hebeclada,1,T96,NA
CAR,closed,5,CAR_closed_5_T96,Lomariopsis marginata ,Lomariopsis marginata ,1,T96,NA
CAR,closed,5,CAR_closed_5_T96,Mollinedia schottiana,Mollinedia schottiana,1,T96,NA
CAR,closed,5,CAR_closed_5_T96,Psychotria nuda,Psychotria nuda,30,T96,NA
CAR,closed,5,CAR_closed_5_T96,Syagrus romanzoffiana,Syagrus romanzoffiana,1,T96,NA
CAR,closed,8,CAR_closed_8_T0,Cupania oblongifolia,Cupania oblongifolia,0,T0,NA
CAR,closed,8,CAR_closed_8_T0,Eugenia cuprea,Eugenia cuprea,18,T0,NA
CAR,closed,8,CAR_closed_8_T0,Euterpe edulis,Euterpe edulis,5,T0,NA
CAR,closed,8,CAR_closed_8_T0,Garcinia gardneriana,Garcinia gardneriana,1,T0,NA
CAR,closed,8,CAR_closed_8_T0,Geonoma elegans,Geonoma elegans,1,T0,NA
CAR,closed,8,CAR_closed_8_T0,Guapira opposita,Guapira opposita,1,T0,NA
CAR,closed,8,CAR_closed_8_T0,Mollinedia schottiana,Mollinedia schottiana,4,T0,NA
CAR,closed,8,CAR_closed_8_T0,Myrceugenia myrcioides,Myrceugenia myrcioides,2,T0,NA
CAR,closed,8,CAR_closed_8_T0,Pourouma guianensis,Pourouma guianensis,1,T0,NA
CAR,closed,8,CAR_closed_8_T0,Psychotria nuda,Psychotria nuda,0,T0,NA
CAR,closed,8,CAR_closed_8_T0,Psychotria suterella,Psychotria suterella,2,T0,NA
CAR,closed,8,CAR_closed_8_T0,Rudgea jasminoides,Rudgea jasminoides,5,T0,NA
CAR,closed,8,CAR_closed_8_T0,Sloanea guianensis,Sloanea guianensis,2,T0,NA
CAR,closed,8,CAR_closed_8_T12,Cupania oblongifolia,Cupania oblongifolia,0,T12,NA
CAR,closed,8,CAR_closed_8_T12,Eugenia cuprea,Eugenia cuprea,17,T12,NA
CAR,closed,8,CAR_closed_8_T12,Euterpe edulis,Euterpe edulis,5,T12,NA
CAR,closed,8,CAR_closed_8_T12,Garcinia gardneriana,Garcinia gardneriana,1,T12,NA
CAR,closed,8,CAR_closed_8_T12,Geonoma elegans,Geonoma elegans,1,T12,NA
CAR,closed,8,CAR_closed_8_T12,Guapira opposita,Guapira opposita,1,T12,NA
CAR,closed,8,CAR_closed_8_T12,Mollinedia schottiana,Mollinedia schottiana,4,T12,NA
CAR,closed,8,CAR_closed_8_T12,Myrceugenia myrcioides,Myrceugenia myrcioides,2,T12,NA
CAR,closed,8,CAR_closed_8_T12,Pourouma guianensis,Pourouma guianensis,1,T12,NA
CAR,closed,8,CAR_closed_8_T12,Psychotria nuda,Psychotria nuda,0,T12,NA
CAR,closed,8,CAR_closed_8_T12,Psychotria suterella,Psychotria suterella,2,T12,NA
CAR,closed,8,CAR_closed_8_T12,Rudgea jasminoides,Rudgea jasminoides,5,T12,NA
CAR,closed,8,CAR_closed_8_T12,Sloanea guianensis,Sloanea guianensis,2,T12,NA
CAR,closed,8,CAR_closed_8_T18,Cupania oblongifolia,Cupania oblongifolia,0,T18,NA
CAR,closed,8,CAR_closed_8_T18,Eugenia cuprea,Eugenia cuprea,18,T18,NA
CAR,closed,8,CAR_closed_8_T18,Euterpe edulis,Euterpe edulis,5,T18,NA
CAR,closed,8,CAR_closed_8_T18,Garcinia gardneriana,Garcinia gardneriana,1,T18,NA
CAR,closed,8,CAR_closed_8_T18,Geonoma elegans,Geonoma elegans,1,T18,NA
CAR,closed,8,CAR_closed_8_T18,Guapira opposita,Guapira opposita,1,T18,NA
CAR,closed,8,CAR_closed_8_T18,Mollinedia schottiana,Mollinedia schottiana,4,T18,NA
CAR,closed,8,CAR_closed_8_T18,Myrceugenia myrcioides,Myrceugenia myrcioides,2,T18,NA
CAR,closed,8,CAR_closed_8_T18,Pourouma guianensis,Pourouma guianensis,1,T18,NA
CAR,closed,8,CAR_closed_8_T18,Psychotria nuda,Psychotria nuda,0,T18,NA
CAR,closed,8,CAR_closed_8_T18,Psychotria suterella,Psychotria suterella,2,T18,NA
CAR,closed,8,CAR_closed_8_T18,Rudgea jasminoides,Rudgea jasminoides,5,T18,NA
CAR,closed,8,CAR_closed_8_T18,Sloanea guianensis,Sloanea guianensis,2,T18,NA
CAR,closed,8,CAR_closed_8_T24,Cupania oblongifolia,Cupania oblongifolia,0,T24,NA
CAR,closed,8,CAR_closed_8_T24,Eugenia cuprea,Eugenia cuprea,18,T24,NA
CAR,closed,8,CAR_closed_8_T24,Euterpe edulis,Euterpe edulis,6,T24,NA
CAR,closed,8,CAR_closed_8_T24,Garcinia gardneriana,Garcinia gardneriana,0,T24,NA
CAR,closed,8,CAR_closed_8_T24,Geonoma elegans,Geonoma elegans,1,T24,NA
CAR,closed,8,CAR_closed_8_T24,Guapira opposita,Guapira opposita,1,T24,NA
CAR,closed,8,CAR_closed_8_T24,Mollinedia schottiana,Mollinedia schottiana,3,T24,NA
CAR,closed,8,CAR_closed_8_T24,Myrceugenia myrcioides,Myrceugenia myrcioides,2,T24,NA
CAR,closed,8,CAR_closed_8_T24,Pourouma guianensis,Pourouma guianensis,1,T24,NA
CAR,closed,8,CAR_closed_8_T24,Psychotria nuda,Psychotria nuda,0,T24,NA
CAR,closed,8,CAR_closed_8_T24,Psychotria suterella,Psychotria suterella,2,T24,NA
CAR,closed,8,CAR_closed_8_T24,Rudgea jasminoides,Rudgea jasminoides,5,T24,NA
CAR,closed,8,CAR_closed_8_T24,Sloanea guianensis,Sloanea guianensis,2,T24,NA
CAR,closed,8,CAR_closed_8_T30,Cupania oblongifolia,Cupania oblongifolia,0,T30,NA
CAR,closed,8,CAR_closed_8_T30,Eugenia cuprea,Eugenia cuprea,18,T30,NA
CAR,closed,8,CAR_closed_8_T30,Euterpe edulis,Euterpe edulis,5,T30,NA
CAR,closed,8,CAR_closed_8_T30,Garcinia gardneriana,Garcinia gardneriana,0,T30,NA
CAR,closed,8,CAR_closed_8_T30,Geonoma elegans,Geonoma elegans,1,T30,NA
CAR,closed,8,CAR_closed_8_T30,Guapira opposita,Guapira opposita,1,T30,NA
CAR,closed,8,CAR_closed_8_T30,Mollinedia schottiana,Mollinedia schottiana,3,T30,NA
CAR,closed,8,CAR_closed_8_T30,Myrceugenia myrcioides,Myrceugenia myrcioides,2,T30,NA
CAR,closed,8,CAR_closed_8_T30,Pourouma guianensis,Pourouma guianensis,1,T30,NA
CAR,closed,8,CAR_closed_8_T30,Psychotria nuda,Psychotria nuda,0,T30,NA
CAR,closed,8,CAR_closed_8_T30,Psychotria suterella,Psychotria suterella,2,T30,NA
CAR,closed,8,CAR_closed_8_T30,Rudgea jasminoides,Rudgea jasminoides,5,T30,NA
CAR,closed,8,CAR_closed_8_T30,Sloanea guianensis,Sloanea guianensis,2,T30,NA
CAR,closed,8,CAR_closed_8_T36,Cupania oblongifolia,Cupania oblongifolia,0,T36,NA
CAR,closed,8,CAR_closed_8_T36,Eugenia cuprea,Eugenia cuprea,24,T36,NA
CAR,closed,8,CAR_closed_8_T36,Euterpe edulis,Euterpe edulis,5,T36,NA
CAR,closed,8,CAR_closed_8_T36,Garcinia gardneriana,Garcinia gardneriana,0,T36,NA
CAR,closed,8,CAR_closed_8_T36,Geonoma elegans,Geonoma elegans,1,T36,NA
CAR,closed,8,CAR_closed_8_T36,Guapira opposita,Guapira opposita,1,T36,NA
CAR,closed,8,CAR_closed_8_T36,Mollinedia schottiana,Mollinedia schottiana,2,T36,NA
CAR,closed,8,CAR_closed_8_T36,Myrceugenia myrcioides,Myrceugenia myrcioides,2,T36,NA
CAR,closed,8,CAR_closed_8_T36,Pourouma guianensis,Pourouma guianensis,1,T36,NA
CAR,closed,8,CAR_closed_8_T36,Psychotria nuda,Psychotria nuda,2,T36,NA
CAR,closed,8,CAR_closed_8_T36,Psychotria suterella,Psychotria suterella,2,T36,NA
CAR,closed,8,CAR_closed_8_T36,Rudgea jasminoides,Rudgea jasminoides,5,T36,NA
CAR,closed,8,CAR_closed_8_T36,Sloanea guianensis,Sloanea guianensis,2,T36,NA
CAR,closed,8,CAR_closed_8_T42,Cupania oblongifolia,Cupania oblongifolia,0,T42,NA
CAR,closed,8,CAR_closed_8_T42,Eugenia cuprea,Eugenia cuprea,31,T42,NA
CAR,closed,8,CAR_closed_8_T42,Euterpe edulis,Euterpe edulis,5,T42,NA
CAR,closed,8,CAR_closed_8_T42,Garcinia gardneriana,Garcinia gardneriana,0,T42,NA
CAR,closed,8,CAR_closed_8_T42,Geonoma elegans,Geonoma elegans,1,T42,NA
CAR,closed,8,CAR_closed_8_T42,Guapira opposita,Guapira opposita,1,T42,NA
CAR,closed,8,CAR_closed_8_T42,Mollinedia schottiana,Mollinedia schottiana,2,T42,NA
CAR,closed,8,CAR_closed_8_T42,Myrceugenia myrcioides,Myrceugenia myrcioides,2,T42,NA
CAR,closed,8,CAR_closed_8_T42,Pourouma guianensis,Pourouma guianensis,1,T42,NA
CAR,closed,8,CAR_closed_8_T42,Psychotria nuda,Psychotria nuda,4,T42,NA
CAR,closed,8,CAR_closed_8_T42,Psychotria suterella,Psychotria suterella,2,T42,NA
CAR,closed,8,CAR_closed_8_T42,Rudgea jasminoides,Rudgea jasminoides,5,T42,NA
CAR,closed,8,CAR_closed_8_T42,Sloanea guianensis,Sloanea guianensis,2,T42,NA
CAR,closed,8,CAR_closed_8_T48,Cupania oblongifolia,Cupania oblongifolia,0,T48,NA
CAR,closed,8,CAR_closed_8_T48,Eugenia cuprea,Eugenia cuprea,32,T48,NA
CAR,closed,8,CAR_closed_8_T48,Euterpe edulis,Euterpe edulis,4,T48,NA
CAR,closed,8,CAR_closed_8_T48,Garcinia gardneriana,Garcinia gardneriana,0,T48,NA
CAR,closed,8,CAR_closed_8_T48,Geonoma elegans,Geonoma elegans,1,T48,NA
CAR,closed,8,CAR_closed_8_T48,Guapira opposita,Guapira opposita,1,T48,NA
CAR,closed,8,CAR_closed_8_T48,Mollinedia schottiana,Mollinedia schottiana,2,T48,NA
CAR,closed,8,CAR_closed_8_T48,Myrceugenia myrcioides,Myrceugenia myrcioides,2,T48,NA
CAR,closed,8,CAR_closed_8_T48,Pourouma guianensis,Pourouma guianensis,1,T48,NA
CAR,closed,8,CAR_closed_8_T48,Psychotria nuda,Psychotria nuda,4,T48,NA
CAR,closed,8,CAR_closed_8_T48,Psychotria suterella,Psychotria suterella,2,T48,NA
CAR,closed,8,CAR_closed_8_T48,Rudgea jasminoides,Rudgea jasminoides,5,T48,NA
CAR,closed,8,CAR_closed_8_T48,Sloanea guianensis,Sloanea guianensis,2,T48,NA
CAR,closed,8,CAR_closed_8_T54,Cupania oblongifolia,Cupania oblongifolia,0,T54,NA
CAR,closed,8,CAR_closed_8_T54,Eugenia cuprea,Eugenia cuprea,35,T54,NA
CAR,closed,8,CAR_closed_8_T54,Euterpe edulis,Euterpe edulis,4,T54,NA
CAR,closed,8,CAR_closed_8_T54,Garcinia gardneriana,Garcinia gardneriana,0,T54,NA
CAR,closed,8,CAR_closed_8_T54,Geonoma elegans,Geonoma elegans,1,T54,NA
CAR,closed,8,CAR_closed_8_T54,Guapira opposita,Guapira opposita,1,T54,NA
CAR,closed,8,CAR_closed_8_T54,Mollinedia schottiana,Mollinedia schottiana,2,T54,NA
CAR,closed,8,CAR_closed_8_T54,Myrceugenia myrcioides,Myrceugenia myrcioides,2,T54,NA
CAR,closed,8,CAR_closed_8_T54,Pourouma guianensis,Pourouma guianensis,1,T54,NA
CAR,closed,8,CAR_closed_8_T54,Psychotria nuda,Psychotria nuda,4,T54,NA
CAR,closed,8,CAR_closed_8_T54,Psychotria suterella,Psychotria suterella,2,T54,NA
CAR,closed,8,CAR_closed_8_T54,Rudgea jasminoides,Rudgea jasminoides,5,T54,NA
CAR,closed,8,CAR_closed_8_T54,Sloanea guianensis,Sloanea guianensis,2,T54,NA
CAR,closed,8,CAR_closed_8_T6,Cupania oblongifolia,Cupania oblongifolia,0,T6,NA
CAR,closed,8,CAR_closed_8_T6,Eugenia cuprea,Eugenia cuprea,19,T6,NA
CAR,closed,8,CAR_closed_8_T6,Euterpe edulis,Euterpe edulis,5,T6,NA
CAR,closed,8,CAR_closed_8_T6,Garcinia gardneriana,Garcinia gardneriana,1,T6,NA
CAR,closed,8,CAR_closed_8_T6,Geonoma elegans,Geonoma elegans,1,T6,NA
CAR,closed,8,CAR_closed_8_T6,Guapira opposita,Guapira opposita,1,T6,NA
CAR,closed,8,CAR_closed_8_T6,Mollinedia schottiana,Mollinedia schottiana,4,T6,NA
CAR,closed,8,CAR_closed_8_T6,Myrceugenia myrcioides,Myrceugenia myrcioides,2,T6,NA
CAR,closed,8,CAR_closed_8_T6,Pourouma guianensis,Pourouma guianensis,1,T6,NA
CAR,closed,8,CAR_closed_8_T6,Psychotria nuda,Psychotria nuda,0,T6,NA
CAR,closed,8,CAR_closed_8_T6,Psychotria suterella,Psychotria suterella,2,T6,NA
CAR,closed,8,CAR_closed_8_T6,Rudgea jasminoides,Rudgea jasminoides,5,T6,NA
CAR,closed,8,CAR_closed_8_T6,Sloanea guianensis,Sloanea guianensis,2,T6,NA
CAR,closed,8,CAR_closed_8_T60,Cupania oblongifolia,Cupania oblongifolia,1,T60,NA
CAR,closed,8,CAR_closed_8_T60,Eugenia cuprea,Eugenia cuprea,33,T60,NA
CAR,closed,8,CAR_closed_8_T60,Euterpe edulis,Euterpe edulis,6,T60,NA
CAR,closed,8,CAR_closed_8_T60,Garcinia gardneriana,Garcinia gardneriana,0,T60,NA
CAR,closed,8,CAR_closed_8_T60,Geonoma elegans,Geonoma elegans,1,T60,NA
CAR,closed,8,CAR_closed_8_T60,Guapira opposita,Guapira opposita,1,T60,NA
CAR,closed,8,CAR_closed_8_T60,Mollinedia schottiana,Mollinedia schottiana,2,T60,NA
CAR,closed,8,CAR_closed_8_T60,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T60,NA
CAR,closed,8,CAR_closed_8_T60,Pourouma guianensis,Pourouma guianensis,1,T60,NA
CAR,closed,8,CAR_closed_8_T60,Psychotria nuda,Psychotria nuda,4,T60,NA
CAR,closed,8,CAR_closed_8_T60,Psychotria suterella,Psychotria suterella,2,T60,NA
CAR,closed,8,CAR_closed_8_T60,Rudgea jasminoides,Rudgea jasminoides,5,T60,NA
CAR,closed,8,CAR_closed_8_T60,Sloanea guianensis,Sloanea guianensis,2,T60,NA
CAR,closed,8,CAR_closed_8_T66,Cupania oblongifolia,Cupania oblongifolia,1,T66,NA
CAR,closed,8,CAR_closed_8_T66,Eugenia cuprea,Eugenia cuprea,32,T66,NA
CAR,closed,8,CAR_closed_8_T66,Euterpe edulis,Euterpe edulis,5,T66,NA
CAR,closed,8,CAR_closed_8_T66,Garcinia gardneriana,Garcinia gardneriana,0,T66,NA
CAR,closed,8,CAR_closed_8_T66,Geonoma elegans,Geonoma elegans,1,T66,NA
CAR,closed,8,CAR_closed_8_T66,Guapira opposita,Guapira opposita,1,T66,NA
CAR,closed,8,CAR_closed_8_T66,Mollinedia schottiana,Mollinedia schottiana,2,T66,NA
CAR,closed,8,CAR_closed_8_T66,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T66,NA
CAR,closed,8,CAR_closed_8_T66,Pourouma guianensis,Pourouma guianensis,1,T66,NA
CAR,closed,8,CAR_closed_8_T66,Psychotria nuda,Psychotria nuda,4,T66,NA
CAR,closed,8,CAR_closed_8_T66,Psychotria suterella,Psychotria suterella,2,T66,NA
CAR,closed,8,CAR_closed_8_T66,Rudgea jasminoides,Rudgea jasminoides,5,T66,NA
CAR,closed,8,CAR_closed_8_T66,Sloanea guianensis,Sloanea guianensis,2,T66,NA
CAR,closed,8,CAR_closed_8_T72,Cupania oblongifolia,Cupania oblongifolia,1,T72,NA
CAR,closed,8,CAR_closed_8_T72,Eugenia cuprea,Eugenia cuprea,33,T72,NA
CAR,closed,8,CAR_closed_8_T72,Euterpe edulis,Euterpe edulis,4,T72,NA
CAR,closed,8,CAR_closed_8_T72,Garcinia gardneriana,Garcinia gardneriana,0,T72,NA
CAR,closed,8,CAR_closed_8_T72,Geonoma elegans,Geonoma elegans,1,T72,NA
CAR,closed,8,CAR_closed_8_T72,Guapira opposita,Guapira opposita,1,T72,NA
CAR,closed,8,CAR_closed_8_T72,Mollinedia schottiana,Mollinedia schottiana,2,T72,NA
CAR,closed,8,CAR_closed_8_T72,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T72,NA
CAR,closed,8,CAR_closed_8_T72,Pourouma guianensis,Pourouma guianensis,1,T72,NA
CAR,closed,8,CAR_closed_8_T72,Psychotria nuda,Psychotria nuda,4,T72,NA
CAR,closed,8,CAR_closed_8_T72,Psychotria suterella,Psychotria suterella,2,T72,NA
CAR,closed,8,CAR_closed_8_T72,Rudgea jasminoides,Rudgea jasminoides,5,T72,NA
CAR,closed,8,CAR_closed_8_T72,Sloanea guianensis,Sloanea guianensis,2,T72,NA
CAR,closed,8,CAR_closed_8_T78,Cupania oblongifolia,Cupania oblongifolia,1,T78,NA
CAR,closed,8,CAR_closed_8_T78,Eugenia cuprea,Eugenia cuprea,35,T78,NA
CAR,closed,8,CAR_closed_8_T78,Euterpe edulis,Euterpe edulis,4,T78,NA
CAR,closed,8,CAR_closed_8_T78,Garcinia gardneriana,Garcinia gardneriana,0,T78,NA
CAR,closed,8,CAR_closed_8_T78,Geonoma elegans,Geonoma elegans,1,T78,NA
CAR,closed,8,CAR_closed_8_T78,Guapira opposita,Guapira opposita,1,T78,NA
CAR,closed,8,CAR_closed_8_T78,Mollinedia schottiana,Mollinedia schottiana,1,T78,NA
CAR,closed,8,CAR_closed_8_T78,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T78,NA
CAR,closed,8,CAR_closed_8_T78,Pourouma guianensis,Pourouma guianensis,1,T78,NA
CAR,closed,8,CAR_closed_8_T78,Psychotria nuda,Psychotria nuda,4,T78,NA
CAR,closed,8,CAR_closed_8_T78,Psychotria suterella,Psychotria suterella,2,T78,NA
CAR,closed,8,CAR_closed_8_T78,Rudgea jasminoides,Rudgea jasminoides,5,T78,NA
CAR,closed,8,CAR_closed_8_T78,Sloanea guianensis,Sloanea guianensis,2,T78,NA
CAR,closed,8,CAR_closed_8_T84,Cupania oblongifolia,Cupania oblongifolia,1,T84,NA
CAR,closed,8,CAR_closed_8_T84,Eugenia cuprea,Eugenia cuprea,37,T84,NA
CAR,closed,8,CAR_closed_8_T84,Euterpe edulis,Euterpe edulis,4,T84,NA
CAR,closed,8,CAR_closed_8_T84,Garcinia gardneriana,Garcinia gardneriana,0,T84,NA
CAR,closed,8,CAR_closed_8_T84,Geonoma elegans,Geonoma elegans,1,T84,NA
CAR,closed,8,CAR_closed_8_T84,Guapira opposita,Guapira opposita,1,T84,NA
CAR,closed,8,CAR_closed_8_T84,Mollinedia schottiana,Mollinedia schottiana,1,T84,NA
CAR,closed,8,CAR_closed_8_T84,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T84,NA
CAR,closed,8,CAR_closed_8_T84,Pourouma guianensis,Pourouma guianensis,1,T84,NA
CAR,closed,8,CAR_closed_8_T84,Psychotria nuda,Psychotria nuda,4,T84,NA
CAR,closed,8,CAR_closed_8_T84,Psychotria suterella,Psychotria suterella,2,T84,NA
CAR,closed,8,CAR_closed_8_T84,Rudgea jasminoides,Rudgea jasminoides,5,T84,NA
CAR,closed,8,CAR_closed_8_T84,Sloanea guianensis,Sloanea guianensis,2,T84,NA
CAR,closed,8,CAR_closed_8_T90,Cupania oblongifolia,Cupania oblongifolia,1,T90,NA
CAR,closed,8,CAR_closed_8_T90,Eugenia cuprea,Eugenia cuprea,37,T90,NA
CAR,closed,8,CAR_closed_8_T90,Euterpe edulis,Euterpe edulis,3,T90,NA
CAR,closed,8,CAR_closed_8_T90,Garcinia gardneriana,Garcinia gardneriana,0,T90,NA
CAR,closed,8,CAR_closed_8_T90,Geonoma elegans,Geonoma elegans,1,T90,NA
CAR,closed,8,CAR_closed_8_T90,Guapira opposita,Guapira opposita,1,T90,NA
CAR,closed,8,CAR_closed_8_T90,Mollinedia schottiana,Mollinedia schottiana,0,T90,NA
CAR,closed,8,CAR_closed_8_T90,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T90,NA
CAR,closed,8,CAR_closed_8_T90,Pourouma guianensis,Pourouma guianensis,1,T90,NA
CAR,closed,8,CAR_closed_8_T90,Psychotria nuda,Psychotria nuda,4,T90,NA
CAR,closed,8,CAR_closed_8_T90,Psychotria suterella,Psychotria suterella,2,T90,NA
CAR,closed,8,CAR_closed_8_T90,Rudgea jasminoides,Rudgea jasminoides,5,T90,NA
CAR,closed,8,CAR_closed_8_T90,Sloanea guianensis,Sloanea guianensis,2,T90,NA
CAR,closed,8,CAR_closed_8_T96,Cupania oblongifolia,Cupania oblongifolia,1,T96,NA
CAR,closed,8,CAR_closed_8_T96,Eugenia cuprea,Eugenia cuprea,44,T96,NA
CAR,closed,8,CAR_closed_8_T96,Euterpe edulis,Euterpe edulis,4,T96,NA
CAR,closed,8,CAR_closed_8_T96,Garcinia gardneriana,Garcinia gardneriana,0,T96,NA
CAR,closed,8,CAR_closed_8_T96,Geonoma elegans,Geonoma elegans,1,T96,NA
CAR,closed,8,CAR_closed_8_T96,Guapira opposita,Guapira opposita,1,T96,NA
CAR,closed,8,CAR_closed_8_T96,Mollinedia schottiana,Mollinedia schottiana,0,T96,NA
CAR,closed,8,CAR_closed_8_T96,Myrceugenia myrcioides,Myrceugenia myrcioides,1,T96,NA
CAR,closed,8,CAR_closed_8_T96,Pourouma guianensis,Pourouma guianensis,1,T96,NA
CAR,closed,8,CAR_closed_8_T96,Psychotria nuda,Psychotria nuda,4,T96,NA
CAR,closed,8,CAR_closed_8_T96,Psychotria suterella,Psychotria suterella,2,T96,NA
CAR,closed,8,CAR_closed_8_T96,Rudgea jasminoides,Rudgea jasminoides,5,T96,NA
CAR,closed,8,CAR_closed_8_T96,Sloanea guianensis,Sloanea guianensis,2,T96,NA
CAR,closed,9,CAR_closed_9_T0,Eugenia neoaustralis,Eugenia neoaustralis,0,T0,NA
CAR,closed,9,CAR_closed_9_T0,Euterpe edulis,Euterpe edulis,7,T0,NA
CAR,closed,9,CAR_closed_9_T0,Hirtella hebeclada,Hirtella hebeclada,0,T0,NA
CAR,closed,9,CAR_closed_9_T0,Marlierea obscura,Marlierea obscura,9,T0,NA
CAR,closed,9,CAR_closed_9_T0,Marlierea strigipes,Marlierea strigipes,1,T0,NA
CAR,closed,9,CAR_closed_9_T0,Myrcia tijucensis,Myrcia tijucensis,1,T0,NA
CAR,closed,9,CAR_closed_9_T0,Pausandra morisiana,Pausandra morisiana,1,T0,NA
CAR,closed,9,CAR_closed_9_T0,Psychotria nuda,Psychotria nuda,1,T0,NA
CAR,closed,9,CAR_closed_9_T0,Rudgea jasminoides,Rudgea jasminoides,3,T0,NA
CAR,closed,9,CAR_closed_9_T0,Sloanea guianensis,Sloanea guianensis,1,T0,NA
CAR,closed,9,CAR_closed_9_T0,Sorocea bonplandii,Sorocea bonplandii,0,T0,NA
CAR,closed,9,CAR_closed_9_T0,Virola bicuhyba,Virola bicuhyba,0,T0,NA
CAR,closed,9,CAR_closed_9_T0,Zollernia ilicifolia,Zollernia ilicifolia,0,T0,NA
CAR,closed,9,CAR_closed_9_T12,Eugenia neoaustralis,Eugenia neoaustralis,0,T12,NA
CAR,closed,9,CAR_closed_9_T12,Euterpe edulis,Euterpe edulis,19,T12,NA
CAR,closed,9,CAR_closed_9_T12,Hirtella hebeclada,Hirtella hebeclada,0,T12,NA
CAR,closed,9,CAR_closed_9_T12,Marlierea obscura,Marlierea obscura,6,T12,NA
CAR,closed,9,CAR_closed_9_T12,Marlierea strigipes,Marlierea strigipes,1,T12,NA
CAR,closed,9,CAR_closed_9_T12,Myrcia tijucensis,Myrcia tijucensis,1,T12,NA
CAR,closed,9,CAR_closed_9_T12,Pausandra morisiana,Pausandra morisiana,1,T12,NA
CAR,closed,9,CAR_closed_9_T12,Psychotria nuda,Psychotria nuda,0,T12,NA
CAR,closed,9,CAR_closed_9_T12,Rudgea jasminoides,Rudgea jasminoides,2,T12,NA
CAR,closed,9,CAR_closed_9_T12,Sloanea guianensis,Sloanea guianensis,1,T12,NA
CAR,closed,9,CAR_closed_9_T12,Sorocea bonplandii,Sorocea bonplandii,0,T12,NA
CAR,closed,9,CAR_closed_9_T12,Virola bicuhyba,Virola bicuhyba,0,T12,NA
CAR,closed,9,CAR_closed_9_T12,Zollernia ilicifolia,Zollernia ilicifolia,0,T12,NA
CAR,closed,9,CAR_closed_9_T18,Eugenia neoaustralis,Eugenia neoaustralis,0,T18,NA
CAR,closed,9,CAR_closed_9_T18,Euterpe edulis,Euterpe edulis,18,T18,NA
CAR,closed,9,CAR_closed_9_T18,Hirtella hebeclada,Hirtella hebeclada,0,T18,NA
CAR,closed,9,CAR_closed_9_T18,Marlierea obscura,Marlierea obscura,6,T18,NA
CAR,closed,9,CAR_closed_9_T18,Marlierea strigipes,Marlierea strigipes,0,T18,NA
CAR,closed,9,CAR_closed_9_T18,Myrcia tijucensis,Myrcia tijucensis,1,T18,NA
CAR,closed,9,CAR_closed_9_T18,Pausandra morisiana,Pausandra morisiana,1,T18,NA
CAR,closed,9,CAR_closed_9_T18,Psychotria nuda,Psychotria nuda,0,T18,NA
CAR,closed,9,CAR_closed_9_T18,Rudgea jasminoides,Rudgea jasminoides,2,T18,NA
CAR,closed,9,CAR_closed_9_T18,Sloanea guianensis,Sloanea guianensis,1,T18,NA
CAR,closed,9,CAR_closed_9_T18,Sorocea bonplandii,Sorocea bonplandii,0,T18,NA
CAR,closed,9,CAR_closed_9_T18,Virola bicuhyba,Virola bicuhyba,0,T18,NA
CAR,closed,9,CAR_closed_9_T18,Zollernia ilicifolia,Zollernia ilicifolia,0,T18,NA
CAR,closed,9,CAR_closed_9_T24,Eugenia neoaustralis,Eugenia neoaustralis,0,T24,NA
