base,Parcelas,grid,species,type
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Rat,Rodent
ITA,P10,Open,Tayassu pecari,Ungulate
ITA,P10,Open,Tayassu pecari,Ungulate
ITA,P10,Open,Tayassu pecari,Ungulate
ITA,P10,Open,Tayassu pecari,Ungulate
ITA,P10,Open,Tayassu pecari,Ungulate
ITA,P10,Open,Tayassu pecari,Ungulate
ITA,P10,Open,Tayassu pecari,Ungulate
ITA,P10,Open,Tayassu pecari,Ungulate
ITA,P10,Open,Tayassu pecari,Ungulate
ITA,P10,Open,Sciurus ingrami,Rodent
ITA,P10,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Sciurus ingrami,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Leopardus tigrinus,Feline
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Sciurus ingrami,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Rat,Rodent
ITA,P12,Open,Sciurus ingrami,Rodent
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P12,Open,Tayassu pecari,Ungulate
ITA,P8,Closed,Sciurus ingrami,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Sciurus ingrami,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Sciurus ingrami,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P8,Closed,Rat,Rodent
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Cuniculus paca,Rodent
ITA,P4,Open,Rat,Rodent
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Rat,Rodent
ITA,P4,Open,Rat,Rodent
ITA,P4,Open,Rat,Rodent
ITA,P4,Open,Tayassu pecari,Ungulate
ITA,P4,Open,Tapirus terrestris,Ungulate
ITA,P4,Open,Tapirus terrestris,Ungulate
ITA,P4,Open,Tapirus terrestris,Ungulate
