PlotID,site,plot,time,treatment,richness,abundances,SimpsonEvenness,pilou_evenness,life_form
ITA_12_36_closed,ITA,12,36,closed,0,0,0,0,lianas
VGM_12_36_closed,VGM,12,36,closed,2,3,0.8999999999999999,1.298425536800067,lianas
CBO_14_36_closed,CBO,14,36,closed,0,0,0,0,lianas
ITA_14_36_closed,ITA,14,36,closed,1,13,1,0,lianas
VGM_14_36_closed,VGM,14,36,closed,2,3,0.8999999999999999,1.298425536800067,lianas
CAR_15_36_closed,CAR,15,36,closed,1,1,1,0,lianas
CBO_15_36_closed,CBO,15,36,closed,2,4,0.8,1.1541560327111708,lianas
ITA_15_36_closed,ITA,15,36,closed,0,0,0,0,lianas
VGM_15_36_closed,VGM,15,36,closed,1,6,1,0,lianas
CAR_1_42_closed,CAR,1,42,closed,0,0,0,0,lianas
CBO_1_42_closed,CBO,1,42,closed,1,1,1,0,lianas
ITA_1_42_closed,ITA,1,42,closed,2,3,0.8999999999999999,1.298425536800067,lianas
VGM_1_42_closed,VGM,1,42,closed,0,0,0,0,lianas
CAR_2_42_closed,CAR,2,42,closed,1,1,1,0,lianas
CBO_2_42_closed,CBO,2,42,closed,0,0,0,0,lianas
ITA_2_42_closed,ITA,2,42,closed,2,2,1,1.4426950408889634,lianas
CAR_4_42_closed,CAR,4,42,closed,2,2,1,1.4426950408889634,lianas
CBO_4_42_closed,CBO,4,42,closed,2,2,1,1.4426950408889634,lianas
ITA_4_42_closed,ITA,4,42,closed,2,2,1,1.4426950408889634,lianas
VGM_4_42_closed,VGM,4,42,closed,6,9,0.9,0.5022995638961225,lianas
CBO_5_42_closed,CBO,5,42,closed,1,1,1,0,lianas
VGM_5_42_closed,VGM,5,42,closed,4,24,0.354679802955665,0.25584739641380627,lianas
ITA_6_42_closed,ITA,6,42,closed,4,6,0.8999999999999999,0.6492127684000335,lianas
VGM_6_42_closed,VGM,6,42,closed,0,0,0,0,lianas
VGM_7_42_closed,VGM,7,42,closed,1,2,1,0,lianas
ITA_8_42_closed,ITA,8,42,closed,2,2,1,1.4426950408889634,lianas
VGM_8_42_closed,VGM,8,42,closed,0,0,0,0,lianas
CAR_9_42_closed,CAR,9,42,closed,0,0,0,0,lianas
CBO_9_42_closed,CBO,9,42,closed,1,1,1,0,lianas
VGM_9_42_closed,VGM,9,42,closed,6,7,0.9074074074074074,0.50643371668539106,lianas
CAR_10_42_closed,CAR,10,42,closed,1,1,1,0,lianas
ITA_10_42_closed,ITA,10,42,closed,1,1,1,0,lianas
VGM_10_42_closed,VGM,10,42,closed,0,0,0,0,lianas
CAR_11_42_closed,CAR,11,42,closed,1,1,1,0,lianas
CBO_11_42_closed,CBO,11,42,closed,2,2,1,1.4426950408889634,lianas
VGM_11_42_closed,VGM,11,42,closed,5,9,0.8526315789473685,0.5297697863087217,lianas
CAR_12_42_closed,CAR,12,42,closed,1,1,1,0,lianas
CBO_12_42_closed,CBO,12,42,closed,1,15,1,0,lianas
ITA_12_42_closed,ITA,12,42,closed,0,0,0,0,lianas
VGM_12_42_closed,VGM,12,42,closed,2,3,0.8999999999999999,1.298425536800067,lianas
CBO_14_42_closed,CBO,14,42,closed,0,0,0,0,lianas
ITA_14_42_closed,ITA,14,42,closed,1,14,1,0,lianas
VGM_14_42_closed,VGM,14,42,closed,1,2,1,0,lianas
CAR_15_42_closed,CAR,15,42,closed,2,2,1,1.4426950408889634,lianas
CBO_15_42_closed,CBO,15,42,closed,2,3,0.8999999999999999,1.298425536800067,lianas
ITA_15_42_closed,ITA,15,42,closed,1,1,1,0,lianas
VGM_15_42_closed,VGM,15,42,closed,1,8,1,0,lianas
CAR_1_48_closed,CAR,1,48,closed,0,0,0,0,lianas
CBO_1_48_closed,CBO,1,48,closed,1,1,1,0,lianas
ITA_1_48_closed,ITA,1,48,closed,2,3,0.8999999999999999,1.298425536800067,lianas
VGM_1_48_closed,VGM,1,48,closed,0,0,0,0,lianas
CAR_2_48_closed,CAR,2,48,closed,1,1,1,0,lianas
CBO_2_48_closed,CBO,2,48,closed,0,0,0,0,lianas
ITA_2_48_closed,ITA,2,48,closed,2,2,1,1.4426950408889634,lianas
CAR_4_48_closed,CAR,4,48,closed,2,2,1,1.4426950408889634,lianas
CBO_4_48_closed,CBO,4,48,closed,2,2,1,1.4426950408889634,lianas
ITA_4_48_closed,ITA,4,48,closed,2,2,1,1.4426950408889634,lianas
VGM_4_48_closed,VGM,4,48,closed,8,11,0.8897058823529411,0.42785808810677595,lianas
CBO_5_48_closed,CBO,5,48,closed,1,1,1,0,lianas
VGM_5_48_closed,VGM,5,48,closed,4,22,0.36666666666666664,0.26449409082964326,lianas
ITA_6_48_closed,ITA,6,48,closed,4,6,0.8999999999999999,0.6492127684000335,lianas
VGM_6_48_closed,VGM,6,48,closed,0,0,0,0,lianas
VGM_7_48_closed,VGM,7,48,closed,1,1,1,0,lianas
ITA_8_48_closed,ITA,8,48,closed,2,2,1,1.4426950408889634,lianas
VGM_8_48_closed,VGM,8,48,closed,0,0,0,0,lianas
CAR_9_48_closed,CAR,9,48,closed,0,0,0,0,lianas
CBO_9_48_closed,CBO,9,48,closed,1,1,1,0,lianas
VGM_9_48_closed,VGM,9,48,closed,6,7,0.9074074074074074,0.50643371668539106,lianas
CAR_10_48_closed,CAR,10,48,closed,1,1,1,0,lianas
ITA_10_48_closed,ITA,10,48,closed,0,0,0,0,lianas
VGM_10_48_closed,VGM,10,48,closed,0,0,0,0,lianas
CAR_11_48_closed,CAR,11,48,closed,1,1,1,0,lianas
CBO_11_48_closed,CBO,11,48,closed,2,2,1,1.4426950408889634,lianas
VGM_11_48_closed,VGM,11,48,closed,4,9,0.81,0.5842914915600302,lianas
CAR_12_48_closed,CAR,12,48,closed,1,1,1,0,lianas
CBO_12_48_closed,CBO,12,48,closed,1,7,1,0,lianas
ITA_12_48_closed,ITA,12,48,closed,0,0,0,0,lianas
VGM_12_48_closed,VGM,12,48,closed,2,2,1,1.4426950408889634,lianas
CBO_14_48_closed,CBO,14,48,closed,0,0,0,0,lianas
ITA_14_48_closed,ITA,14,48,closed,1,6,1,0,lianas
VGM_14_48_closed,VGM,14,48,closed,1,2,1,0,lianas
CAR_15_48_closed,CAR,15,48,closed,3,3,1,0.9102392266268373,lianas
CBO_15_48_closed,CBO,15,48,closed,2,3,0.8999999999999999,1.298425536800067,lianas
ITA_15_48_closed,ITA,15,48,closed,1,1,1,0,lianas
VGM_15_48_closed,VGM,15,48,closed,1,9,1,0,lianas
CAR_1_54_closed,CAR,1,54,closed,2,2,1,1.4426950408889634,lianas
CBO_1_54_closed,CBO,1,54,closed,1,1,1,0,lianas
ITA_1_54_closed,ITA,1,54,closed,2,4,0.8,1.1541560327111708,lianas
VGM_1_54_closed,VGM,1,54,closed,0,0,0,0,lianas
CAR_2_54_closed,CAR,2,54,closed,1,1,1,0,lianas
CBO_2_54_closed,CBO,2,54,closed,0,0,0,0,lianas
ITA_2_54_closed,ITA,2,54,closed,2,2,1,1.4426950408889634,lianas
CAR_4_54_closed,CAR,4,54,closed,3,3,1,0.9102392266268373,lianas
CBO_4_54_closed,CBO,4,54,closed,2,2,1,1.4426950408889634,lianas
ITA_4_54_closed,ITA,4,54,closed,3,3,1,0.9102392266268373,lianas
VGM_4_54_closed,VGM,4,54,closed,8,9,0.9204545454545455,0.4426450693636593,lianas
CBO_5_54_closed,CBO,5,54,closed,1,1,1,0,lianas
VGM_5_54_closed,VGM,5,54,closed,4,18,0.400990099009901,0.2892532136435793,lianas
ITA_6_54_closed,ITA,6,54,closed,4,7,0.9423076923076924,0.6797313173419155,lianas
VGM_6_54_closed,VGM,6,54,closed,0,0,0,0,lianas
VGM_7_54_closed,VGM,7,54,closed,2,2,1,1.4426950408889634,lianas
ITA_8_54_closed,ITA,8,54,closed,2,2,1,1.4426950408889634,lianas
VGM_8_54_closed,VGM,8,54,closed,0,0,0,0,lianas
CAR_9_54_closed,CAR,9,54,closed,0,0,0,0,lianas
CBO_9_54_closed,CBO,9,54,closed,1,1,1,0,lianas
VGM_9_54_closed,VGM,9,54,closed,6,7,0.9074074074074074,0.50643371668539106,lianas
CAR_10_54_closed,CAR,10,54,closed,1,1,1,0,lianas
ITA_10_54_closed,ITA,10,54,closed,0,0,0,0,lianas
VGM_10_54_closed,VGM,10,54,closed,0,0,0,0,lianas
CAR_11_54_closed,CAR,11,54,closed,2,2,1,1.4426950408889634,lianas
CBO_11_54_closed,CBO,11,54,closed,1,1,1,0,lianas
VGM_11_54_closed,VGM,11,54,closed,5,8,0.64,0.3976543581181516,lianas
CAR_12_54_closed,CAR,12,54,closed,1,1,1,0,lianas
CBO_12_54_closed,CBO,12,54,closed,1,2,1,0,lianas
ITA_12_54_closed,ITA,12,54,closed,0,0,0,0,lianas
VGM_12_54_closed,VGM,12,54,closed,2,2,1,1.4426950408889634,lianas
CBO_14_54_closed,CBO,14,54,closed,0,0,0,0,lianas
ITA_14_54_closed,ITA,14,54,closed,1,85,1,0,lianas
VGM_14_54_closed,VGM,14,54,closed,1,2,1,0,lianas
CAR_15_54_closed,CAR,15,54,closed,4,4,1,0.7213475204444817,lianas
CBO_15_54_closed,CBO,15,54,closed,2,3,0.8999999999999999,1.298425536800067,lianas
ITA_15_54_closed,ITA,15,54,closed,1,1,1,0,lianas
VGM_15_54_closed,VGM,15,54,closed,2,10,0.6097560975609756,0.8796920981030265,lianas
CAR_1_60_closed,CAR,1,60,closed,3,5,0.7575757575757577,0.6895751716869981,lianas
CBO_1_60_closed,CBO,1,60,closed,1,1,1,0,lianas
ITA_1_60_closed,ITA,1,60,closed,2,4,0.8,1.1541560327111708,lianas
VGM_1_60_closed,VGM,1,60,closed,0,0,0,0,lianas
CAR_2_60_closed,CAR,2,60,closed,1,1,1,0,lianas
CBO_2_60_closed,CBO,2,60,closed,0,0,0,0,lianas
ITA_2_60_closed,ITA,2,60,closed,2,2,1,1.4426950408889634,lianas
CAR_4_60_closed,CAR,4,60,closed,3,3,1,0.9102392266268373,lianas
CBO_4_60_closed,CBO,4,60,closed,2,2,1,1.4426950408889634,lianas
ITA_4_60_closed,ITA,4,60,closed,4,4,1,0.7213475204444817,lianas
VGM_4_60_closed,VGM,4,60,closed,8,9,0.9204545454545455,0.4426450693636593,lianas
CBO_5_60_closed,CBO,5,60,closed,1,1,1,0,lianas
VGM_5_60_closed,VGM,5,60,closed,4,19,0.3906926406926407,0.2818251676195432,lianas
ITA_6_60_closed,ITA,6,60,closed,4,9,0.81,0.5842914915600302,lianas
VGM_6_60_closed,VGM,6,60,closed,0,0,0,0,lianas
VGM_7_60_closed,VGM,7,60,closed,2,2,1,1.4426950408889634,lianas
ITA_8_60_closed,ITA,8,60,closed,2,2,1,1.4426950408889634,lianas
VGM_8_60_closed,VGM,8,60,closed,0,0,0,0,lianas
CAR_9_60_closed,CAR,9,60,closed,0,0,0,0,lianas
CBO_9_60_closed,CBO,9,60,closed,1,1,1,0,lianas
VGM_9_60_closed,VGM,9,60,closed,6,7,0.9074074074074074,0.50643371668539106,lianas
CAR_10_60_closed,CAR,10,60,closed,1,1,1,0,lianas
ITA_10_60_closed,ITA,10,60,closed,0,0,0,0,lianas
VGM_10_60_closed,VGM,10,60,closed,0,0,0,0,lianas
CAR_11_60_closed,CAR,11,60,closed,2,2,1,1.4426950408889634,lianas
CBO_11_60_closed,CBO,11,60,closed,1,1,1,0,lianas
VGM_11_60_closed,VGM,11,60,closed,5,8,0.64,0.3976543581181516,lianas
CAR_12_60_closed,CAR,12,60,closed,1,1,1,0,lianas
CBO_12_60_closed,CBO,12,60,closed,1,2,1,0,lianas
ITA_12_60_closed,ITA,12,60,closed,0,0,0,0,lianas
VGM_12_60_closed,VGM,12,60,closed,2,2,1,1.4426950408889634,lianas
CBO_14_60_closed,CBO,14,60,closed,0,0,0,0,lianas
ITA_14_60_closed,ITA,14,60,closed,1,93,1,0,lianas
VGM_14_60_closed,VGM,14,60,closed,1,2,1,0,lianas
CAR_15_60_closed,CAR,15,60,closed,3,3,1,0.9102392266268373,lianas
CBO_15_60_closed,CBO,15,60,closed,2,3,0.8999999999999999,1.298425536800067,lianas
ITA_15_60_closed,ITA,15,60,closed,1,1,1,0,lianas
VGM_15_60_closed,VGM,15,60,closed,2,9,0.6230769230769231,0.8989099870154311,lianas
CAR_1_66_closed,CAR,1,66,closed,3,5,0.7575757575757577,0.6895751716869981,lianas
CBO_1_66_closed,CBO,1,66,closed,1,1,1,0,lianas
ITA_1_66_closed,ITA,1,66,closed,2,4,0.8,1.1541560327111708,lianas
VGM_1_66_closed,VGM,1,66,closed,0,0,0,0,lianas
CAR_2_66_closed,CAR,2,66,closed,0,0,0,0,lianas
CBO_2_66_closed,CBO,2,66,closed,0,0,0,0,lianas
ITA_2_66_closed,ITA,2,66,closed,1,1,1,0,lianas
CAR_4_66_closed,CAR,4,66,closed,3,3,1,0.9102392266268373,lianas
CBO_4_66_closed,CBO,4,66,closed,2,2,1,1.4426950408889634,lianas
ITA_4_66_closed,ITA,4,66,closed,2,2,1,1.4426950408889634,lianas
VGM_4_66_closed,VGM,4,66,closed,7,8,0.9142857142857144,0.4698499130237721,lianas
CBO_5_66_closed,CBO,5,66,closed,1,1,1,0,lianas
VGM_5_66_closed,VGM,5,66,closed,4,16,0.37209302325581395,0.26840837970027226,lianas
ITA_6_66_closed,ITA,6,66,closed,4,11,0.6722222222222223,0.48490583318767944,lianas
VGM_6_66_closed,VGM,6,66,closed,0,0,0,0,lianas
VGM_7_66_closed,VGM,7,66,closed,0,0,0,0,lianas
ITA_8_66_closed,ITA,8,66,closed,2,2,1,1.4426950408889634,lianas
VGM_8_66_closed,VGM,8,66,closed,0,0,0,0,lianas
CAR_9_66_closed,CAR,9,66,closed,0,0,0,0,lianas
CBO_9_66_closed,CBO,9,66,closed,1,1,1,0,lianas
VGM_9_66_closed,VGM,9,66,closed,6,7,0.9074074074074074,0.50643371668539106,lianas
CAR_10_66_closed,CAR,10,66,closed,1,1,1,0,lianas
ITA_10_66_closed,ITA,10,66,closed,1,1,1,0,lianas
VGM_10_66_closed,VGM,10,66,closed,0,0,0,0,lianas
CAR_11_66_closed,CAR,11,66,closed,2,3,0.8999999999999999,1.298425536800067,lianas
CBO_11_66_closed,CBO,11,66,closed,1,1,1,0,lianas
VGM_11_66_closed,VGM,11,66,closed,5,8,0.64,0.3976543581181516,lianas
CAR_12_66_closed,CAR,12,66,closed,1,1,1,0,lianas
CBO_12_66_closed,CBO,12,66,closed,1,2,1,0,lianas
ITA_12_66_closed,ITA,12,66,closed,0,0,0,0,lianas
VGM_12_66_closed,VGM,12,66,closed,1,1,1,0,lianas
CBO_14_66_closed,CBO,14,66,closed,0,0,0,0,lianas
ITA_14_66_closed,ITA,14,66,closed,1,43,1,0,lianas
VGM_14_66_closed,VGM,14,66,closed,1,2,1,0,lianas
CAR_15_66_closed,CAR,15,66,closed,0,0,0,0,lianas
CBO_15_66_closed,CBO,15,66,closed,2,3,0.8999999999999999,1.298425536800067,lianas
ITA_15_66_closed,ITA,15,66,closed,1,1,1,0,lianas
VGM_15_66_closed,VGM,15,66,closed,2,9,0.6230769230769231,0.8989099870154311,lianas
CAR_1_72_closed,CAR,1,72,closed,2,3,0.8999999999999999,1.298425536800067,lianas
CBO_1_72_closed,CBO,1,72,closed,2,4,0.8,1.1541560327111708,lianas
ITA_1_72_closed,ITA,1,72,closed,2,4,0.8,1.1541560327111708,lianas
VGM_1_72_closed,VGM,1,72,closed,0,0,0,0,lianas
CAR_2_72_closed,CAR,2,72,closed,1,1,1,0,lianas
CBO_2_72_closed,CBO,2,72,closed,1,1,1,0,lianas
ITA_2_72_closed,ITA,2,72,closed,1,1,1,0,lianas
CAR_4_72_closed,CAR,4,72,closed,3,3,1,0.9102392266268373,lianas
CBO_4_72_closed,CBO,4,72,closed,3,3,1,0.9102392266268373,lianas
ITA_4_72_closed,ITA,4,72,closed,2,2,1,1.4426950408889634,lianas
VGM_4_72_closed,VGM,4,72,closed,7,9,0.8901098901098902,0.4574259970543935,lianas
CBO_5_72_closed,CBO,5,72,closed,1,1,1,0,lianas
VGM_5_72_closed,VGM,5,72,closed,4,15,0.3826530612244897,0.2760258369047761,lianas
ITA_6_72_closed,ITA,6,72,closed,3,8,0.8888888888888888,0.8091015347794109,lianas
VGM_6_72_closed,VGM,6,72,closed,0,0,0,0,lianas
VGM_7_72_closed,VGM,7,72,closed,0,0,0,0,lianas
ITA_8_72_closed,ITA,8,72,closed,2,3,0.8999999999999999,1.298425536800067,lianas
VGM_8_72_closed,VGM,8,72,closed,0,0,0,0,lianas
CAR_9_72_closed,CAR,9,72,closed,0,0,0,0,lianas
CBO_9_72_closed,CBO,9,72,closed,1,1,1,0,lianas
VGM_9_72_closed,VGM,9,72,closed,5,6,0.9,0.5592014411036507,lianas
CAR_10_72_closed,CAR,10,72,closed,1,1,1,0,lianas
ITA_10_72_closed,ITA,10,72,closed,1,1,1,0,lianas
VGM_10_72_closed,VGM,10,72,closed,0,0,0,0,lianas
CAR_11_72_closed,CAR,11,72,closed,2,3,0.8999999999999999,1.298425536800067,lianas
CBO_11_72_closed,CBO,11,72,closed,1,1,1,0,lianas
VGM_11_72_closed,VGM,11,72,closed,5,8,0.64,0.3976543581181516,lianas
CAR_12_72_closed,CAR,12,72,closed,1,1,1,0,lianas
CBO_12_72_closed,CBO,12,72,closed,1,5,1,0,lianas
ITA_12_72_closed,ITA,12,72,closed,0,0,0,0,lianas
VGM_12_72_closed,VGM,12,72,closed,1,1,1,0,lianas
CBO_14_72_closed,CBO,14,72,closed,0,0,0,0,lianas
ITA_14_72_closed,ITA,14,72,closed,1,18,1,0,lianas
VGM_14_72_closed,VGM,14,72,closed,1,2,1,0,lianas
CAR_15_72_closed,CAR,15,72,closed,0,0,0,0,lianas
CBO_15_72_closed,CBO,15,72,closed,2,3,0.8999999999999999,1.298425536800067,lianas
ITA_15_72_closed,ITA,15,72,closed,1,1,1,0,lianas
VGM_15_72_closed,VGM,15,72,closed,2,9,0.6230769230769231,0.8989099870154311,lianas
CAR_1_78_closed,CAR,1,78,closed,1,1,1,0,lianas
CBO_1_78_closed,CBO,1,78,closed,3,5,0.7575757575757577,0.6895751716869981,lianas
ITA_1_78_closed,ITA,1,78,closed,2,4,0.8,1.1541560327111708,lianas
VGM_1_78_closed,VGM,1,78,closed,0,0,0,0,lianas
CAR_2_78_closed,CAR,2,78,closed,1,1,1,0,lianas
CBO_2_78_closed,CBO,2,78,closed,1,1,1,0,lianas
ITA_2_78_closed,ITA,2,78,closed,1,1,1,0,lianas
CAR_4_78_closed,CAR,4,78,closed,3,3,1,0.9102392266268373,lianas
CBO_4_78_closed,CBO,4,78,closed,2,2,1,1.4426950408889634,lianas
ITA_4_78_closed,ITA,4,78,closed,1,1,1,0,lianas
VGM_4_78_closed,VGM,4,78,closed,7,8,0.9142857142857144,0.4698499130237721,lianas
CBO_5_78_closed,CBO,5,78,closed,1,2,1,0,lianas
VGM_5_78_closed,VGM,5,78,closed,4,14,0.3951612903225807,0.2850486169498356,lianas
ITA_6_78_closed,ITA,6,78,closed,3,8,0.8888888888888888,0.8091015347794109,lianas
VGM_6_78_closed,VGM,6,78,closed,0,0,0,0,lianas
VGM_7_78_closed,VGM,7,78,closed,0,0,0,0,lianas
ITA_8_78_closed,ITA,8,78,closed,2,2,1,1.4426950408889634,lianas
VGM_8_78_closed,VGM,8,78,closed,0,0,0,0,lianas
CAR_9_78_closed,CAR,9,78,closed,0,0,0,0,lianas
CBO_9_78_closed,CBO,9,78,closed,1,1,1,0,lianas
VGM_9_78_closed,VGM,9,78,closed,5,6,0.9,0.5592014411036507,lianas
CAR_10_78_closed,CAR,10,78,closed,1,1,1,0,lianas
ITA_10_78_closed,ITA,10,78,closed,1,1,1,0,lianas
VGM_10_78_closed,VGM,10,78,closed,0,0,0,0,lianas
CAR_11_78_closed,CAR,11,78,closed,2,3,0.8999999999999999,1.298425536800067,lianas
CBO_11_78_closed,CBO,11,78,closed,1,1,1,0,lianas
VGM_11_78_closed,VGM,11,78,closed,5,8,0.64,0.3976543581181516,lianas
CAR_12_78_closed,CAR,12,78,closed,1,1,1,0,lianas
CBO_12_78_closed,CBO,12,78,closed,1,1,1,0,lianas
ITA_12_78_closed,ITA,12,78,closed,0,0,0,0,lianas
VGM_12_78_closed,VGM,12,78,closed,1,1,1,0,lianas
CBO_14_78_closed,CBO,14,78,closed,0,0,0,0,lianas
ITA_14_78_closed,ITA,14,78,closed,2,25,0.5415944540727903,0.78135563306378,lianas
VGM_14_78_closed,VGM,14,78,closed,1,1,1,0,lianas
CAR_15_78_closed,CAR,15,78,closed,0,0,0,0,lianas
CBO_15_78_closed,CBO,15,78,closed,2,3,0.8999999999999999,1.298425536800067,lianas
ITA_15_78_closed,ITA,15,78,closed,1,1,1,0,lianas
VGM_15_78_closed,VGM,15,78,closed,2,9,0.6230769230769231,0.8989099870154311,lianas
CAR_1_84_closed,CAR,1,84,closed,1,1,1,0,lianas
CBO_1_84_closed,CBO,1,84,closed,4,6,0.75,0.5410106403333613,lianas
ITA_1_84_closed,ITA,1,84,closed,2,4,0.8,1.1541560327111708,lianas
VGM_1_84_closed,VGM,1,84,closed,0,0,0,0,lianas
CAR_2_84_closed,CAR,2,84,closed,1,1,1,0,lianas
CBO_2_84_closed,CBO,2,84,closed,1,1,1,0,lianas
ITA_2_84_closed,ITA,2,84,closed,0,0,0,0,lianas
CAR_4_84_closed,CAR,4,84,closed,3,3,1,0.9102392266268373,lianas
CBO_4_84_closed,CBO,4,84,closed,2,2,1,1.4426950408889634,lianas
ITA_4_84_closed,ITA,4,84,closed,0,0,0,0,lianas
VGM_4_84_closed,VGM,4,84,closed,7,9,0.8901098901098902,0.4574259970543935,lianas
CBO_5_84_closed,CBO,5,84,closed,1,2,1,0,lianas
VGM_5_84_closed,VGM,5,84,closed,4,14,0.3951612903225807,0.2850486169498356,lianas
ITA_6_84_closed,ITA,6,84,closed,3,8,0.8888888888888888,0.8091015347794109,lianas
VGM_6_84_closed,VGM,6,84,closed,0,0,0,0,lianas
VGM_7_84_closed,VGM,7,84,closed,0,0,0,0,lianas
ITA_8_84_closed,ITA,8,84,closed,2,2,1,1.4426950408889634,lianas
VGM_8_84_closed,VGM,8,84,closed,0,0,0,0,lianas
CAR_9_84_closed,CAR,9,84,closed,0,0,0,0,lianas
CBO_9_84_closed,CBO,9,84,closed,1,1,1,0,lianas
VGM_9_84_closed,VGM,9,84,closed,5,6,0.9,0.5592014411036507,lianas
CAR_10_84_closed,CAR,10,84,closed,1,1,1,0,lianas
ITA_10_84_closed,ITA,10,84,closed,1,1,1,0,lianas
VGM_10_84_closed,VGM,10,84,closed,0,0,0,0,lianas
CAR_11_84_closed,CAR,11,84,closed,2,3,0.8999999999999999,1.298425536800067,lianas
CBO_11_84_closed,CBO,11,84,closed,1,1,1,0,lianas
VGM_11_84_closed,VGM,11,84,closed,5,8,0.64,0.3976543581181516,lianas
CAR_12_84_closed,CAR,12,84,closed,1,1,1,0,lianas
CBO_12_84_closed,CBO,12,84,closed,1,1,1,0,lianas
ITA_12_84_closed,ITA,12,84,closed,0,0,0,0,lianas
VGM_12_84_closed,VGM,12,84,closed,1,1,1,0,lianas
CBO_14_84_closed,CBO,14,84,closed,0,0,0,0,lianas
ITA_14_84_closed,ITA,14,84,closed,2,24,0.5433962264150942,0.7839550410868328,lianas
VGM_14_84_closed,VGM,14,84,closed,1,1,1,0,lianas
CAR_15_84_closed,CAR,15,84,closed,0,0,0,0,lianas
CBO_15_84_closed,CBO,15,84,closed,3,4,0.8888888888888888,0.8091015347794109,lianas
ITA_15_84_closed,ITA,15,84,closed,1,1,1,0,lianas
VGM_15_84_closed,VGM,15,84,closed,2,9,0.6230769230769231,0.8989099870154311,lianas
CAR_1_90_closed,CAR,1,90,closed,0,0,0,0,lianas
CBO_1_90_closed,CBO,1,90,closed,4,6,0.75,0.5410106403333613,lianas
ITA_1_90_closed,ITA,1,90,closed,2,3,0.8999999999999999,1.298425536800067,lianas
VGM_1_90_closed,VGM,1,90,closed,0,0,0,0,lianas
CAR_2_90_closed,CAR,2,90,closed,1,1,1,0,lianas
CBO_2_90_closed,CBO,2,90,closed,1,1,1,0,lianas
ITA_2_90_closed,ITA,2,90,closed,0,0,0,0,lianas
CAR_4_90_closed,CAR,4,90,closed,3,3,1,0.9102392266268373,lianas
CBO_4_90_closed,CBO,4,90,closed,2,2,1,1.4426950408889634,lianas
ITA_4_90_closed,ITA,4,90,closed,0,0,0,0,lianas
VGM_4_90_closed,VGM,4,90,closed,6,7,0.9074074074074074,0.50643371668539106,lianas
CBO_5_90_closed,CBO,5,90,closed,0,0,0,0,lianas
VGM_5_90_closed,VGM,5,90,closed,4,12,0.42857142857142855,0.3091489373333493,lianas
ITA_6_90_closed,ITA,6,90,closed,3,7,0.9607843137254903,0.874543570680687,lianas
VGM_6_90_closed,VGM,6,90,closed,0,0,0,0,lianas
VGM_7_90_closed,VGM,7,90,closed,0,0,0,0,lianas
ITA_8_90_closed,ITA,8,90,closed,1,1,1,0,lianas
VGM_8_90_closed,VGM,8,90,closed,0,0,0,0,lianas
CAR_9_90_closed,CAR,9,90,closed,0,0,0,0,lianas
CBO_9_90_closed,CBO,9,90,closed,1,1,1,0,lianas
VGM_9_90_closed,VGM,9,90,closed,4,5,0.8928571428571428,0.6440602861111444,lianas
CAR_10_90_closed,CAR,10,90,closed,1,1,1,0,lianas
ITA_10_90_closed,ITA,10,90,closed,1,1,1,0,lianas
VGM_10_90_closed,VGM,10,90,closed,0,0,0,0,lianas
CAR_11_90_closed,CAR,11,90,closed,2,3,0.8999999999999999,1.298425536800067,lianas
CBO_11_90_closed,CBO,11,90,closed,1,1,1,0,lianas
VGM_11_90_closed,VGM,11,90,closed,5,8,0.64,0.3976543581181516,lianas
CAR_12_90_closed,CAR,12,90,closed,1,1,1,0,lianas
CBO_12_90_closed,CBO,12,90,closed,1,1,1,0,lianas
ITA_12_90_closed,ITA,12,90,closed,0,0,0,0,lianas
VGM_12_90_closed,VGM,12,90,closed,1,1,1,0,lianas
CBO_14_90_closed,CBO,14,90,closed,0,0,0,0,lianas
ITA_14_90_closed,ITA,14,90,closed,2,7,0.6621621621621622,0.955298067615665,lianas
VGM_14_90_closed,VGM,14,90,closed,1,1,1,0,lianas
CAR_15_90_closed,CAR,15,90,closed,0,0,0,0,lianas
CBO_15_90_closed,CBO,15,90,closed,3,3,1,0.9102392266268373,lianas
ITA_15_90_closed,ITA,15,90,closed,1,1,1,0,lianas
VGM_15_90_closed,VGM,15,90,closed,2,9,0.6230769230769231,0.8989099870154311,lianas
CAR_1_96_closed,CAR,1,96,closed,0,0,0,0,lianas
CBO_1_96_closed,CBO,1,96,closed,4,6,0.75,0.5410106403333613,lianas
ITA_1_96_closed,ITA,1,96,closed,2,3,0.8999999999999999,1.298425536800067,lianas
VGM_1_96_closed,VGM,1,96,closed,0,0,0,0,lianas
CAR_2_96_closed,CAR,2,96,closed,1,1,1,0,lianas
CBO_2_96_closed,CBO,2,96,closed,1,1,1,0,lianas
ITA_2_96_closed,ITA,2,96,closed,0,0,0,0,lianas
CAR_4_96_closed,CAR,4,96,closed,3,3,1,0.9102392266268373,lianas
CBO_4_96_closed,CBO,4,96,closed,2,2,1,1.4426950408889634,lianas
ITA_4_96_closed,ITA,4,96,closed,0,0,0,0,lianas
VGM_4_96_closed,VGM,4,96,closed,6,8,0.7619047619047619,0.4252271440390455,lianas
CBO_5_96_closed,CBO,5,96,closed,0,0,0,0,lianas
VGM_5_96_closed,VGM,5,96,closed,4,12,0.42857142857142855,0.3091489373333493,lianas
ITA_6_96_closed,ITA,6,96,closed,3,9,0.818181818181818,0.7447411854219577,lianas
