PlotID,Site,Treatment,Plot,Month,Time,bamboo,herb,liana,palm,shrub,tree,tree.log10,palm.log10,liana.log10,shrub.log10,herb.log10,bamboo.log10,tree.sqrt,palm.sqrt,liana.sqrt,shrub.sqrt,herb.sqrt,bamboo.sqrt,tree.cube,palm.cube,liana.cube,shrub.cube,herb.cube,bamboo.cube,bamboo.abn,herb.abn,liana.abn,palm.abn,shrub.abn,tree.abn
CAR_open_9_p36_36,CAR,open,9,p36,36,0,2.272727272727273,1,1,1,6.545454545454546,0.8159398112730435,0,0,0,0.35654732351381263,0,2.5584085962673253,1,1,1,1.5075567228888183,0,1.8705957232912318,1,1,1,1.3147679471646476,0,0,5,1,22,1,12
CAR_open_9_p42_42,CAR,open,9,p42,42,0,2.571428571428571,1,1,1,7.199999999999999,0.8573324964312684,0,0,0,0.4101744650890492,0,2.6832815729997477,1,1,1,1.6035674514745462,0,1.9309787692112594,1,1,1,1.3700134211888826,0,0,6,1,19,1,12
CAR_open_9_p48_48,CAR,open,9,p48,48,0,2.571428571428571,1,1,1,4.764705882352941,0.6780360975003759,0,0,0,0.4101744650890492,0,2.182820625326997,1,1,1,1.6035674514745462,0,1.6827206816405507,1,1,1,1.3700134211888826,0,0,6,1,18,1,9
CAR_open_9_p54_54,CAR,open,9,p54,54,0,2.571428571428571,1.7999999999999998,1,1,5.761904761904763,0.7605660755825309,0,0.255272505103306,0,0.4101744650890492,0,2.400396792595916,1,1.3416407864998738,1,1.6035674514745462,0,1.7927594696482312,1,1.21644039911468,1,1.3700134211888826,0,0,6,3,19,1,11
CAR_open_9_p60_60,CAR,open,9,p60,60,0,2.4615384615384617,2,1,1,5.5555555555555545,0.7447274948966939,0,0.3010299956639812,0,0.3912066260130692,0,2.357022603955158,1,1.4142135623730951,1,1.5689290811054724,0,1.7710976153043516,1,1.2599210498948732,1,1.3502127623583273,0,0,8,2,14,1,10
CAR_open_9_p66_66,CAR,open,9,p66,66,0,2.7777777777777777,2,1,1,2.3440514469453375,0.3699671392911371,0,0.3010299956639812,0,0.44369749923271273,0,1.5310295382341053,1,1.4142135623730951,1,1.6666666666666667,0,1.3283801575132936,1,1.2599210498948732,1,1.4057211088362487,0,0,10,2,8,2,27
CAR_open_9_p72_72,CAR,open,9,p72,72,0,2.5744680851063833,2,1,1,2.5303643724696356,0.4031830640844095,0,0.3010299956639812,0,0.41068751238073264,0,1.5907119074394445,1,1.4142135623730951,1,1.6045149064768403,0,1.362681483661681,1,1.2599210498948732,1,1.3705530090434872,0,0,11,2,9,3,25
CAR_open_9_p78_78,CAR,open,9,p78,78,0,2.3999999999999995,2,1,1.6,2.5303643724696356,0.4031830640844095,0,0.3010299956639812,0.2041199826559248,0.3802112417116059,0,1.5907119074394445,1,1.4142135623730951,1.2649110640673518,1.5491933384829666,0,1.362681483661681,1,1.2599210498948732,1.1696070952851465,1.3388659001643388,0,0,12,2,9,4,25
CAR_open_9_p84_84,CAR,open,9,p84,84,0,2.3999999999999995,2,1,2,4.05,0.6074550232146685,0,0.3010299956639812,0.3010299956639812,0.3802112417116059,0,2.0124611797498106,1,1.4142135623730951,1.4142135623730951,1.5491933384829666,0,1.5939878537739165,1,1.2599210498948732,1.2599210498948732,1.3388659001643388,0,0,12,2,7,4,18
CAR_open_9_p90_90,CAR,open,9,p90,90,0,2.5744680851063833,2,1,1.7999999999999998,4.787234042553192,0.6800846601756451,0,0.3010299956639812,0.255272505103306,0.41068751238073264,0,2.1879748724684185,1,1.4142135623730951,1.3416407864998738,1.6045149064768403,0,1.6853685549012793,1,1.2599210498948732,1.21644039911468,1.3705530090434872,0,0,11,2,5,3,15
CAR_open_9_p96_96,CAR,open,9,p96,96,0,2.7704918032786883,2,1,1.7999999999999998,4.787234042553192,0.6800846601756451,0,0.3010299956639812,0.255272505103306,0.44255686960290647,0,2.1879748724684185,1,1.4142135623730951,1.3416407864998738,1.6644794391276476,0,1.6853685549012793,1,1.2599210498948732,1.21644039911468,1.404490986913878,0,0,13,2,5,3,15
CAR_open_10_p0_0,CAR,open,10,p0,0,0,2.32258064516129,0,1.4705882352941173,0,3.571428571428571,0.5528419686577808,0.16749108729376358,0,0,0.3659708025969957,0,1.889822365046136,1.2126781251816647,0,0,1.524001524002286,0,1.5285535436643993,1.1371830097629765,0,0,1.3243118572519563,0,0,12,0,5,0,5
CAR_open_10_p06_6,CAR,open,10,p06,6,0,1.8823529411764706,0,1.7999999999999998,0,2,0.3010299956639812,0.255272505103306,0,0,0.27470105694163205,0,1.4142135623730951,1.3416407864998738,0,0,1.3719886811400708,0,1.2599210498948732,1.21644039911468,0,0,1.2347158379972165,0,0,8,0,3,0,2
CAR_open_10_p12_12,CAR,open,10,p12,12,0,1.6,0,1.7999999999999998,0,2,0.3010299956639812,0.255272505103306,0,0,0.2041199826559248,0,1.4142135623730951,1.3416407864998738,0,0,1.2649110640673518,0,1.2599210498948732,1.21644039911468,0,0,1.1696070952851465,0,0,4,0,3,0,2
CAR_open_10_p18_18,CAR,open,10,p18,18,0,1.6,0,3,0,2,0.3010299956639812,0.47712125471966244,0,0,0.2041199826559248,0,1.4142135623730951,1.7320508075688772,0,0,1.2649110640673518,0,1.2599210498948732,1.4422495703074083,0,0,1.1696070952851465,0,0,4,0,3,0,2
CAR_open_10_p24_24,CAR,open,10,p24,24,0,1.4705882352941173,0,2.7777777777777772,0,3,0.47712125471966244,0.4436974992327127,0,0,0.16749108729376358,0,1.7320508075688772,1.6666666666666665,0,0,1.2126781251816647,0,1.4422495703074083,1.4057211088362487,0,0,1.1371830097629765,0,0,5,0,5,0,3
CAR_open_10_p30_30,CAR,open,10,p30,30,0,1.4705882352941173,0,1.4378109452736318,0,3,0.47712125471966244,0.157701785336059,0,0,0.16749108729376358,0,1.7320508075688772,1.1990875469596172,0,0,1.2126781251816647,0,1.4422495703074083,1.1286707279645911,0,0,1.1371830097629765,0,0,5,0,17,0,3
CAR_open_10_p36_36,CAR,open,10,p36,36,0,1.3846153846153844,0,1.6744186046511629,0,4,0.6020599913279624,0.22386404085168196,0,0,0.1413291527964692,0,2,1.293993278441261,0,0,1.176696810829104,0,1.5874010519681994,1.187466446688786,0,0,1.1145760779590614,0,0,6,0,12,0,4
CAR_open_10_p42_42,CAR,open,10,p42,42,0,1.3846153846153844,0,1.4235294117647057,0,2.6666666666666665,0.4259687322722811,0.1533664446021573,0,0,0.1413291527964692,0,1.632993161855452,1.1931175180026088,0,0,1.176696810829104,0,1.3867225487012693,1.1249213210528846,0,0,1.1145760779590614,0,0,6,0,11,0,4
CAR_open_10_p48_48,CAR,open,10,p48,48,0,1.3846153846153844,0,1.3846153846153844,0,1.7999999999999998,0.255272505103306,0.1413291527964692,0,0,0.1413291527964692,0,1.3416407864998738,1.176696810829104,0,0,1.176696810829104,0,1.21644039911468,1.1145760779590614,0,0,1.1145760779590614,0,0,6,0,12,0,3
CAR_open_10_p54_54,CAR,open,10,p54,54,0,1.8148148148148147,0,1.5283018867924527,0,1.7999999999999998,0.255272505103306,0.18420914927786067,0,0,0.2588323158695263,0,1.3416407864998738,1.236245075538201,0,0,1.3471506281091268,0,1.21644039911468,1.1518688923120675,0,0,1.219768570007657,0,0,7,0,9,0,3
CAR_open_10_p60_60,CAR,open,10,p60,60,0,2.2857142857142856,0,1.5283018867924527,0,2.6666666666666665,0.4259687322722811,0.18420914927786067,0,0,0.3590219426416679,0,1.632993161855452,1.236245075538201,0,0,1.5118578920369088,0,1.3867225487012693,1.1518688923120675,0,0,1.317267512016699,0,0,8,0,9,0,4
CAR_open_10_p66_66,CAR,open,10,p66,66,0,2.7931034482758617,0,1.4705882352941173,0,2.6666666666666665,0.4259687322722811,0.16749108729376358,0,0,0.4460870209796936,0,1.632993161855452,1.2126781251816647,0,0,1.6712580435934667,0,1.3867225487012693,1.1371830097629765,0,0,1.4083016031253044,0,0,9,0,10,0,4
CAR_open_10_p72_72,CAR,open,10,p72,72,0,2.7931034482758617,0,1.4705882352941173,0,1.7999999999999998,0.255272505103306,0.16749108729376358,0,0,0.4460870209796936,0,1.3416407864998738,1.2126781251816647,0,0,1.6712580435934667,0,1.21644039911468,1.1371830097629765,0,0,1.4083016031253044,0,0,9,0,10,0,3
CAR_open_10_p78_78,CAR,open,10,p78,78,0,2.7931034482758617,0,1.4705882352941173,1,2.7777777777777772,0.4436974992327127,0.16749108729376358,0,0,0.4460870209796936,0,1.6666666666666665,1.2126781251816647,0,1,1.6712580435934667,0,1.4057211088362487,1.1371830097629765,0,1,1.4083016031253044,0,0,9,0,10,1,5
CAR_open_10_p84_84,CAR,open,10,p84,84,0,2.7931034482758617,0,1.4705882352941173,1,2.4615384615384617,0.3912066260130692,0.16749108729376358,0,0,0.4460870209796936,0,1.5689290811054724,1.2126781251816647,0,1,1.6712580435934667,0,1.3502127623583273,1.1371830097629765,0,1,1.4083016031253044,0,0,9,0,10,1,8
CAR_open_10_p90_90,CAR,open,10,p90,90,0,2.7931034482758617,0,1.5283018867924527,1,2.571428571428571,0.4101744650890492,0.18420914927786067,0,0,0.4460870209796936,0,1.6035674514745462,1.236245075538201,0,1,1.6712580435934667,0,1.3700134211888826,1.1518688923120675,0,1,1.4083016031253044,0,0,9,0,9,1,6
CAR_open_10_p96_96,CAR,open,10,p96,96,0,2.7931034482758617,0,1.352,1,2.571428571428571,0.4101744650890492,0.13097669160561715,0,0,0.4460870209796936,0,1.6035674514745462,1.1627553482998907,0,1,1.6712580435934667,0,1.3700134211888826,1.1057549627357743,0,1,1.4083016031253044,0,0,9,0,13,1,6
CAR_open_11_p0_0,CAR,open,11,p0,0,0,3.5999999999999996,0,1,1.588235294117647,3.967032967032967,0.5984658095845643,0,0,0.20091484278071337,0.5563025007672873,0,1.9917411897716448,1,0,1.2602520756252087,1.8973665961010275,0,1.583028024160062,1,0,1.1667333561984607,1.5326188647871062,0,0,6,0,10,9,19
CAR_open_11_p06_6,CAR,open,11,p06,6,0,2.7777777777777772,0,1,1.6842105263157894,7.538461538461539,0.8772827233856582,0,0,0.226396377367077,0.4436974992327127,0,2.7456258919345764,1,0,1.2977713690461004,1.6666666666666665,0,1.960774157815673,1,0,1.1897766985180058,1.4057211088362487,0,0,5,0,10,8,14
CAR_open_11_p12_12,CAR,open,11,p12,12,0,2.6666666666666665,0,1,2,9.307692307692307,0.9688420180096132,0,0,0.3010299956639812,0.4259687322722811,0,3.05085107923876,1,0,1.4142135623730951,1.632993161855452,0,2.103523360191288,1,0,1.2599210498948732,1.3867225487012693,0,0,4,0,6,6,11
CAR_open_11_p18_18,CAR,open,11,p18,18,0,2.6666666666666665,0,1,2,9.307692307692307,0.9688420180096132,0,0,0.3010299956639812,0.4259687322722811,0,3.05085107923876,1,0,1.4142135623730951,1.632993161855452,0,2.103523360191288,1,0,1.2599210498948732,1.3867225487012693,0,0,4,0,6,6,11
CAR_open_11_p24_24,CAR,open,11,p24,24,0,2.6666666666666665,0,1,2,8.333333333333332,0.9208187539523751,0,0,0.3010299956639812,0.4259687322722811,0,2.8867513459481287,1,0,1.4142135623730951,1.632993161855452,0,2.0274006651911334,1,0,1.2599210498948732,1.3867225487012693,0,0,4,0,7,6,10
CAR_open_11_p30_30,CAR,open,11,p30,30,0,2.7777777777777772,0,1,2,8,0.9030899869919435,0,0,0.3010299956639812,0.4436974992327127,0,2.8284271247461903,1,0,1.4142135623730951,1.6666666666666665,0,2,1,0,1.2599210498948732,1.4057211088362487,0,0,5,0,10,6,8
CAR_open_11_p36_36,CAR,open,11,p36,36,0,2.571428571428571,0,1.1655172413793102,2,7,0.8450980400142568,0.0665187023786986,0,0.3010299956639812,0.4101744650890492,0,2.6457513110645907,1.0795912380986195,0,1.4142135623730951,1.6035674514745462,0,1.912931182772389,1.052380762988055,0,1.2599210498948732,1.3700134211888826,0,0,6,0,13,6,7
CAR_open_11_p42_42,CAR,open,11,p42,42,0,2.571428571428571,0,1.1655172413793102,2,6,0.7781512503836436,0.0665187023786986,0,0.3010299956639812,0.4101744650890492,0,2.449489742783178,1.0795912380986195,0,1.4142135623730951,1.6035674514745462,0,1.8171205928321397,1.052380762988055,0,1.2599210498948732,1.3700134211888826,0,0,6,0,13,6,6
CAR_open_11_p48_48,CAR,open,11,p48,48,0,2.571428571428571,0,1.1803278688524592,2,6,0.7781512503836436,0.0720026614205015,0,0.3010299956639812,0.4101744650890492,0,2.449489742783178,1.0864289525102224,0,1.4142135623730951,1.6035674514745462,0,1.8171205928321397,1.056819667993607,0,1.2599210498948732,1.3700134211888826,0,0,6,0,12,6,6
CAR_open_11_p54_54,CAR,open,11,p54,54,0,2.909090909090909,0,1.2461538461538462,2.5789473684210527,8,0.9030899869919435,0.09557166223579418,0,0.4114424790756847,0.46375729316168096,0,2.8284271247461903,1.116312611302876,0,1.6059101370939324,1.7056057308448835,0,2,1.0761113716048507,0,1.3713474175732236,1.4275317110072163,0,0,8,0,9,7,8
CAR_open_11_p60_60,CAR,open,11,p60,60,0,2.909090909090909,0,1.28,2.5789473684210527,7,0.8450980400142568,0.10720996964786837,0,0.4114424790756847,0.46375729316168096,0,2.6457513110645907,1.131370849898476,0,1.6059101370939324,1.7056057308448835,0,1.912931182772389,1.0857670466379625,0,1.3713474175732236,1.4275317110072163,0,0,8,0,8,7,7
CAR_open_11_p66_66,CAR,open,11,p66,66,0,3.5555555555555554,0,1.3243243243243243,2.5789473684210527,4.454545454545455,0.6488033948702887,0.12199435596151867,0,0.4114424790756847,0.5509074688805811,0,2.1105794120443453,1.150792911137501,0,1.6059101370939324,1.8856180831641267,0,1.64538600212299,1.0981578877215077,0,1.3713474175732236,1.5262856567377758,0,0,8,0,7,7,7
CAR_open_11_p72_72,CAR,open,11,p72,72,0,3.5217391304347827,0,1.3846153846153844,2.5789473684210527,3,0.47712125471966244,0.1413291527964692,0,0.4114424790756847,0.5467571828610569,0,1.7320508075688772,1.176696810829104,0,1.6059101370939324,1.8766297265136729,0,1.4422495703074083,1.1145760779590614,0,1.3713474175732236,1.5214314669345252,0,0,9,0,6,7,3
CAR_open_11_p78_78,CAR,open,11,p78,78,0,3.5217391304347827,0,1,2,3,0.47712125471966244,0,0,0.3010299956639812,0.5467571828610569,0,1.7320508075688772,1,0,1.4142135623730951,1.8766297265136729,0,1.4422495703074083,1,0,1.2599210498948732,1.5214314669345252,0,0,9,0,3,6,3
CAR_open_11_p84_84,CAR,open,11,p84,84,0,3.5217391304347827,0,1,2,3,0.47712125471966244,0,0,0.3010299956639812,0.5467571828610569,0,1.7320508075688772,1,0,1.4142135623730951,1.8766297265136729,0,1.4422495703074083,1,0,1.2599210498948732,1.5214314669345252,0,0,9,0,3,6,3
CAR_open_11_p90_90,CAR,open,11,p90,90,0,3.5217391304347827,0,1,2,3,0.47712125471966244,0,0,0.3010299956639812,0.5467571828610569,0,1.7320508075688772,1,0,1.4142135623730951,1.8766297265136729,0,1.4422495703074083,1,0,1.2599210498948732,1.5214314669345252,0,0,9,0,2,6,3
CAR_open_11_p96_96,CAR,open,11,p96,96,0,3.5217391304347827,0,1,2,3,0.47712125471966244,0,0,0.3010299956639812,0.5467571828610569,0,1.7320508075688772,1,0,1.4142135623730951,1.8766297265136729,0,1.4422495703074083,1,0,1.2599210498948732,1.5214314669345252,0,0,9,0,9,6,3
CAR_open_12_p0_0,CAR,open,12,p0,0,0,3.571428571428571,0,1,1,2,0.3010299956639812,0,0,0,0.5528419686577808,0,1.4142135623730951,1,0,1,1.889822365046136,0,1.2599210498948732,1,0,1,1.5285535436643993,0,0,5,0,2,2,2
CAR_open_12_p06_6,CAR,open,12,p06,6,0,4.5,0,1,1,2,0.3010299956639812,0,0,0,0.6532125137753437,0,1.4142135623730951,1,0,1,2.1213203435596424,0,1.2599210498948732,1,0,1,1.6509636244473134,0,0,6,0,7,2,2
CAR_open_12_p12_12,CAR,open,12,p12,12,0,4.5,0,1,1,2,0.3010299956639812,0,0,0,0.6532125137753437,0,1.4142135623730951,1,0,1,2.1213203435596424,0,1.2599210498948732,1,0,1,1.6509636244473134,0,0,6,0,3,1,2
CAR_open_12_p18_18,CAR,open,12,p18,18,0,4.5,0,1,1,2,0.3010299956639812,0,0,0,0.6532125137753437,0,1.4142135623730951,1,0,1,2.1213203435596424,0,1.2599210498948732,1,0,1,1.6509636244473134,0,0,6,0,1,1,2
CAR_open_12_p24_24,CAR,open,12,p24,24,0,4.5,0,1,1,3,0.47712125471966244,0,0,0,0.6532125137753437,0,1.7320508075688772,1,0,1,2.1213203435596424,0,1.4422495703074083,1,0,1,1.6509636244473134,0,0,6,0,1,1,3
CAR_open_12_p30_30,CAR,open,12,p30,30,0,3.571428571428571,0,1,1,3,0.47712125471966244,0,0,0,0.5528419686577808,0,1.7320508075688772,1,0,1,1.889822365046136,0,1.4422495703074083,1,0,1,1.5285535436643993,0,0,5,0,2,1,3
CAR_open_12_p36_36,CAR,open,12,p36,36,0,3.571428571428571,0,1,1,4.999999999999999,0.6989700043360187,0,0,0,0.5528419686577808,0,2.2360679774997894,1,0,1,1.889822365046136,0,1.7099759466766968,1,0,1,1.5285535436643993,0,0,5,0,3,1,5
CAR_open_12_p42_42,CAR,open,12,p42,42,0,3.571428571428571,0,1,1,4.5,0.6532125137753437,0,0,0,0.5528419686577808,0,2.1213203435596424,1,0,1,1.889822365046136,0,1.6509636244473134,1,0,1,1.5285535436643993,0,0,5,0,5,1,6
CAR_open_12_p48_48,CAR,open,12,p48,48,0,3.571428571428571,0,1,1,4.5,0.6532125137753437,0,0,0,0.5528419686577808,0,2.1213203435596424,1,0,1,1.889822365046136,0,1.6509636244473134,1,0,1,1.5285535436643993,0,0,5,0,3,1,6
CAR_open_12_p54_54,CAR,open,12,p54,54,0,3.5999999999999996,0,1,1,7,0.8450980400142568,0,0,0,0.5563025007672873,0,2.6457513110645907,1,0,1,1.8973665961010275,0,1.912931182772389,1,0,1,1.5326188647871062,0,0,6,0,3,1,7
CAR_open_12_p60_60,CAR,open,12,p60,60,0,3.5999999999999996,0,1,1,6,0.7781512503836436,0,0,0,0.5563025007672873,0,2.449489742783178,1,0,1,1.8973665961010275,0,1.8171205928321397,1,0,1,1.5326188647871062,0,0,6,0,8,1,6
CAR_open_12_p66_66,CAR,open,12,p66,66,0,3.5999999999999996,0,1,1,4.999999999999999,0.6989700043360187,0,0,0,0.5563025007672873,0,2.2360679774997894,1,0,1,1.8973665961010275,0,1.7099759466766968,1,0,1,1.5326188647871062,0,0,6,0,5,1,5
CAR_open_12_p72_72,CAR,open,12,p72,72,0,3.5999999999999996,0,1,1,5.444444444444445,0.7359535705891888,0,0,0,0.5563025007672873,0,2.3333333333333335,1,0,1,1.8973665961010275,0,1.7592106959680256,1,0,1,1.5326188647871062,0,0,6,0,3,1,7
CAR_open_12_p78_78,CAR,open,12,p78,78,0,3.5999999999999996,0,1,1,5.444444444444445,0.7359535705891888,0,0,0,0.5563025007672873,0,2.3333333333333335,1,0,1,1.8973665961010275,0,1.7592106959680256,1,0,1,1.5326188647871062,0,0,6,0,3,1,7
CAR_open_12_p84_84,CAR,open,12,p84,84,0,3.5999999999999996,0,1,1,5.444444444444445,0.7359535705891888,0,0,0,0.5563025007672873,0,2.3333333333333335,1,0,1,1.8973665961010275,0,1.7592106959680256,1,0,1,1.5326188647871062,0,0,6,0,3,1,7
CAR_open_12_p90_90,CAR,open,12,p90,90,0,3.571428571428571,0,1,1,5.444444444444445,0.7359535705891888,0,0,0,0.5528419686577808,0,2.3333333333333335,1,0,1,1.889822365046136,0,1.7592106959680256,1,0,1,1.5285535436643993,0,0,5,0,3,1,7
CAR_open_12_p96_96,CAR,open,12,p96,96,0,3.571428571428571,0,1,1,6.4,0.8061799739838872,0,0,0,0.5528419686577808,0,2.5298221281347035,1,0,1,1.889822365046136,0,1.8566355334451115,1,0,1,1.5285535436643993,0,0,5,0,16,1,8
CAR_open_14_p0_0,CAR,open,14,p0,0,0,0,0,1.3243243243243243,2,3.9302325581395343,0.5944182490340869,0.12199435596151867,0,0.3010299956639812,0,0,1.9824814143238605,1.150792911137501,0,1.4142135623730951,0,0,1.5781177926063519,1.0981578877215077,0,1.2599210498948732,0,0,0,0,0,7,4,13
CAR_open_14_p06_6,CAR,open,14,p06,6,0,0,0,1,1.7999999999999998,2.6666666666666665,0.4259687322722811,0,0,0.255272505103306,0,0,1.632993161855452,1,0,1.3416407864998738,0,0,1.3867225487012693,1,0,1.21644039911468,0,0,0,0,0,2,3,4
CAR_open_14_p12_12,CAR,open,14,p12,12,0,0,0,1,1,3,0.47712125471966244,0,0,0,0,0,1.7320508075688772,1,0,1,0,0,1.4422495703074083,1,0,1,0,0,0,0,0,2,2,3
CAR_open_14_p18_18,CAR,open,14,p18,18,0,0,0,1,1,3,0.47712125471966244,0,0,0,0,0,1.7320508075688772,1,0,1,0,0,1.4422495703074083,1,0,1,0,0,0,0,0,2,2,3
CAR_open_14_p24_24,CAR,open,14,p24,24,0,0,0,1,1,3,0.47712125471966244,0,0,0,0,0,1.7320508075688772,1,0,1,0,0,1.4422495703074083,1,0,1,0,0,0,0,0,2,2,3
CAR_open_14_p30_30,CAR,open,14,p30,30,0,0,0,1,1,4,0.6020599913279624,0,0,0,0,0,2,1,0,1,0,0,1.5874010519681994,1,0,1,0,0,0,0,0,2,2,4
CAR_open_14_p36_36,CAR,open,14,p36,36,0,0,0,3,1,2.6666666666666665,0.4259687322722811,0.47712125471966244,0,0,0,0,1.632993161855452,1.7320508075688772,0,1,0,0,1.3867225487012693,1.4422495703074083,0,1,0,0,0,0,0,3,2,4
CAR_open_14_p42_42,CAR,open,14,p42,42,0,1,0,2.6666666666666665,1,3.266666666666667,0.5141048209728325,0.4259687322722811,0,0,0,0,1.807392228230128,1.632993161855452,0,1,1,0,1.4837757661276572,1.3867225487012693,0,1,1,0,0,1,0,4,2,7
CAR_open_14_p48_48,CAR,open,14,p48,48,0,0,0,3,1,3.571428571428571,0.5528419686577808,0.47712125471966244,0,0,0,0,1.889822365046136,1.7320508075688772,0,1,0,0,1.5285535436643993,1.4422495703074083,0,1,0,0,0,0,0,3,2,5
CAR_open_14_p54_54,CAR,open,14,p54,54,0,0,0,2,1,3.571428571428571,0.5528419686577808,0.3010299956639812,0,0,0,0,1.889822365046136,1.4142135623730951,0,1,0,0,1.5285535436643993,1.2599210498948732,0,1,0,0,0,0,0,2,2,5
CAR_open_14_p60_60,CAR,open,14,p60,60,0,0,0,2,1,2.6666666666666665,0.4259687322722811,0.3010299956639812,0,0,0,0,1.632993161855452,1.4142135623730951,0,1,0,0,1.3867225487012693,1.2599210498948732,0,1,0,0,0,0,0,2,2,4
CAR_open_14_p66_66,CAR,open,14,p66,66,0,0,0,2,1,2.6666666666666665,0.4259687322722811,0.3010299956639812,0,0,0,0,1.632993161855452,1.4142135623730951,0,1,0,0,1.3867225487012693,1.2599210498948732,0,1,0,0,0,0,0,2,2,4
CAR_open_14_p72_72,CAR,open,14,p72,72,0,0,0,2,1,4.5,0.6532125137753437,0.3010299956639812,0,0,0,0,2.1213203435596424,1.4142135623730951,0,1,0,0,1.6509636244473134,1.2599210498948732,0,1,0,0,0,0,0,2,2,6
CAR_open_14_p78_78,CAR,open,14,p78,78,0,1,0,2,1,4.5,0.6532125137753437,0.3010299956639812,0,0,0,0,2.1213203435596424,1.4142135623730951,0,1,1,0,1.6509636244473134,1.2599210498948732,0,1,1,0,0,1,0,2,2,6
CAR_open_14_p84_84,CAR,open,14,p84,84,0,1,0,2,1,3.571428571428571,0.5528419686577808,0.3010299956639812,0,0,0,0,1.889822365046136,1.4142135623730951,0,1,1,0,1.5285535436643993,1.2599210498948732,0,1,1,0,0,1,0,2,2,5
CAR_open_14_p90_90,CAR,open,14,p90,90,0,1,0,2,1,3.571428571428571,0.5528419686577808,0.3010299956639812,0,0,0,0,1.889822365046136,1.4142135623730951,0,1,1,0,1.5285535436643993,1.2599210498948732,0,1,1,0,0,1,0,2,1,5
CAR_open_14_p96_96,CAR,open,14,p96,96,0,2,0,2.272727272727273,1,4.5,0.6532125137753437,0.35654732351381263,0,0,0.3010299956639812,0,2.1213203435596424,1.5075567228888183,0,1,1.4142135623730951,0,1.6509636244473134,1.3147679471646476,0,1,1.2599210498948732,0,0,2,0,5,4,6
CAR_open_15_p0_0,CAR,open,15,p0,0,0,0,0,1,1.6,2.6666666666666665,0.4259687322722811,0,0,0.2041199826559248,0,0,1.632993161855452,1,0,1.2649110640673518,0,0,1.3867225487012693,1,0,1.1696070952851465,0,0,0,0,0,3,4,4
CAR_open_15_p06_6,CAR,open,15,p06,6,0,0,0,1,1,6,0.7781512503836436,0,0,0,0,0,2.449489742783178,1,0,1,0,0,1.8171205928321397,1,0,1,0,0,0,0,0,2,3,6
CAR_open_15_p12_12,CAR,open,15,p12,12,0,0,0,1,1,3,0.47712125471966244,0,0,0,0,0,1.7320508075688772,1,0,1,0,0,1.4422495703074083,1,0,1,0,0,0,0,0,1,2,3
CAR_open_15_p18_18,CAR,open,15,p18,18,0,0,0,1,1,4,0.6020599913279624,0,0,0,0,0,2,1,0,1,0,0,1.5874010519681994,1,0,1,0,0,0,0,0,1,3,4
CAR_open_15_p24_24,CAR,open,15,p24,24,0,0,0,1,1,4,0.6020599913279624,0,0,0,0,0,2,1,0,1,0,0,1.5874010519681994,1,0,1,0,0,0,0,0,1,3,4
CAR_open_15_p30_30,CAR,open,15,p30,30,0,0,0,1,1,4,0.6020599913279624,0,0,0,0,0,2,1,0,1,0,0,1.5874010519681994,1,0,1,0,0,0,0,0,3,4,4
CAR_open_15_p36_36,CAR,open,15,p36,36,0,1,1,1.7999999999999998,1,4.5,0.6532125137753437,0.255272505103306,0,0,0,0,2.1213203435596424,1.3416407864998738,1,1,1,0,1.6509636244473134,1.21644039911468,1,1,1,0,0,1,1,3,6,6
CAR_open_15_p42_42,CAR,open,15,p42,42,0,2,1,1,1,8.333333333333332,0.9208187539523751,0,0,0,0.3010299956639812,0,2.8867513459481287,1,1,1,1.4142135623730951,0,2.0274006651911334,1,1,1,1.2599210498948732,0,0,2,1,2,5,10
CAR_open_15_p48_48,CAR,open,15,p48,48,0,2,0,1,1,10.285714285714286,1.0122344564170116,0,0,0,0.3010299956639812,0,3.2071349029490928,1,0,1,1.4142135623730951,0,2.1747607460057843,1,0,1,1.2599210498948732,0,0,2,0,2,5,12
CAR_open_15_p54_54,CAR,open,15,p54,54,0,2,1,1,1,7.142857142857142,0.8538719643217619,0,0,0,0.3010299956639812,0,2.6726124191242437,1,1,1,1.4142135623730951,0,1.9258567855541786,1,1,1,1.2599210498948732,0,0,2,1,1,3,10
CAR_open_15_p60_60,CAR,open,15,p60,60,0,2,1,1,1,8,0.9030899869919435,0,0,0,0.3010299956639812,0,2.8284271247461903,1,1,1,1.4142135623730951,0,2,1,1,1,1.2599210498948732,0,0,2,1,1,3,8
CAR_open_15_p66_66,CAR,open,15,p66,66,0,2,1,1,1,6,0.7781512503836436,0,0,0,0.3010299956639812,0,2.449489742783178,1,1,1,1.4142135623730951,0,1.8171205928321397,1,1,1,1.2599210498948732,0,0,2,1,2,1,6
CAR_open_15_p72_72,CAR,open,15,p72,72,0,2,1,1,1,4.999999999999999,0.6989700043360187,0,0,0,0.3010299956639812,0,2.2360679774997894,1,1,1,1.4142135623730951,0,1.7099759466766968,1,1,1,1.2599210498948732,0,0,2,1,1,1,5
CAR_open_15_p78_78,CAR,open,15,p78,78,0,2,0,1,1,4.999999999999999,0.6989700043360187,0,0,0,0.3010299956639812,0,2.2360679774997894,1,0,1,1.4142135623730951,0,1.7099759466766968,1,0,1,1.2599210498948732,0,0,2,0,1,1,5
