Index,Site,Plot,Treatment,Individual,p0,p06,p12,p18,p24,p30,p36,p42,p48,p54,p60,p66,p72,p78,p84,p90,p96,Trecruit,Tdeath,Species,Family,Life_Form
596,CAR,3,close,H14,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,NA,NA,T30,T72,Myrtaceae sp.,Myrtaceae,tree
597,CAR,3,close,H15,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,NA,T30,T66,Eugenia cuprea,Myrtaceae,tree
598,CAR,3,close,H16,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Eugenia sp.,Myrtaceae,tree
599,CAR,3,close,H17,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Indeterminate sp.,Indeterminate,indeterminate
600,CAR,3,close,H18,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Indeterminate sp.,Indeterminate,indeterminate
601,CAR,3,close,H19,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Mollinedia sp.,Monimiaceae,tree
602,CAR,3,close,H20,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,NA,T48,T78,Geonoma sp.,Arecaceae,palm
603,CAR,3,close,H21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,T60,T66,Eugenia cuprea,Myrtaceae,tree
604,CAR,3,close,H22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Myrtaceae sp.,Myrtaceae,tree
605,CAR,3,close,H23,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Mollinedia sp.,Monimiaceae,tree
606,CAR,3,close,H24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Indeterminate sp.,Indeterminate,indeterminate
607,CAR,3,close,H25,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Philodendron sp.,Araceae,herb
608,CAR,3,close,H26,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Philodendron sp.,Araceae,herb
609,CAR,3,close,H27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,T72,alive,Eugenia cuprea,Myrtaceae,tree
610,CAR,4,open,C1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Geonoma pauciflora,Arecaceae,palm
611,CAR,4,open,C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Geonoma pauciflora,Arecaceae,palm
612,CAR,4,open,C3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Psychotria nuda ,Rubiaceae,tree
613,CAR,4,open,C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Geonoma pauciflora,Arecaceae,palm
614,CAR,4,open,C5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T0,T48,Philodendron sp.,Araceae,herb
615,CAR,4,open,C6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,T0,T60,Araceae sp.,Araceae,herb
616,CAR,4,open,C7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Geonoma pauciflora,Arecaceae,palm
617,CAR,4,open,C8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,T30,T42,Garcinia gardneriana,Clusiaceae,tree
618,CAR,4,open,C9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,T48,T54,Indeterminate sp.,Indeterminate,indeterminate
619,CAR,4,open,C10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Hirtella hebeclada,Chysobalanaceae,tree
620,CAR,4,open,D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,T0,T84,Marlierea obscura,Myrtaceae,tree
621,CAR,4,open,D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Apocynaceae sp. 1,Apocynaceae,liana
622,CAR,4,open,D3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,T0,T66,Eugenia cuprea,Myrtaceae,tree
623,CAR,4,open,D4,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,NA,NA,T0,T66,Rubiaceae sp. 1,Rubiaceae,indeterminate
624,CAR,4,open,D5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Araceae sp.,Araceae,herb
625,CAR,4,open,D6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Araceae sp.,Araceae,herb
626,CAR,4,open,D7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Mollinedia schottiana,Monimiaceae,tree
627,CAR,4,open,D8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Indeterminate sp.,Indeterminate,indeterminate
628,CAR,4,open,D9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Coccocypselum sp.,Rubiaceae,herb
629,CAR,4,open,D10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T12,Marlierea obscura,Myrtaceae,tree
630,CAR,4,open,D11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T12,Rubiaceae sp. 1,Rubiaceae,indeterminate
631,CAR,4,open,D12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Psychotria nuda ,Rubiaceae,tree
632,CAR,4,open,D13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T12,T18,Indeterminate sp.,Indeterminate,indeterminate
633,CAR,4,open,D14,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T18,T42,Indeterminate sp.,Indeterminate,indeterminate
634,CAR,4,open,D15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T24,T30,Indeterminate sp.,Indeterminate,indeterminate
635,CAR,4,open,D16,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Coccocypselum sp.,Rubiaceae,herb
636,CAR,4,open,D17,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Coccocypselum sp.,Rubiaceae,herb
637,CAR,4,open,D18,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Coccocypselum sp.,Rubiaceae,herb
638,CAR,4,open,D19,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Philodendron sp.,Araceae,herb
639,CAR,4,open,D20,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Philodendron sp.,Araceae,herb
640,CAR,4,open,D21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,T72,alive,Philodendron sp.,Araceae,herb
641,CAR,4,open,D22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,T72,alive,Philodendron sp.,Araceae,herb
642,CAR,4,open,H1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Heisteria silvianii,Olacaceae,tree
643,CAR,4,open,H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Eugenia mosenii,Myrtaceae,tree
644,CAR,4,open,H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Myrtaceae sp.,Myrtaceae,tree
645,CAR,4,open,H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Mollinedia schottiana,Monimiaceae,tree
646,CAR,4,open,H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Dendropanax sp.,Araliaceae,tree
647,CAR,4,open,H6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Rubiaceae sp. 1,Rubiaceae,indeterminate
648,CAR,4,open,H7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Hirtella hebeclada,Chysobalanaceae,tree
649,CAR,4,open,H8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Philodendron sp.,Araceae,herb
650,CAR,4,open,H9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Coccocypselum sp.,Rubiaceae,herb
651,CAR,4,open,H10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Garcinia gardneriana,Clusiaceae,tree
652,CAR,4,open,H11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,T0,T78,Psychotria nuda ,Rubiaceae,tree
653,CAR,4,open,H12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Psychotria nuda ,Rubiaceae,tree
654,CAR,4,open,H13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Psychotria nuda ,Rubiaceae,tree
655,CAR,4,open,H14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T12,Psychotria nuda ,Rubiaceae,tree
656,CAR,4,open,H15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,T0,T78,Dalbergia sp.,Fabaceae,tree
657,CAR,4,open,H15´,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T24,T36,Psychotria nuda ,Rubiaceae,tree
658,CAR,4,open,H16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Mollinedia schottiana,Monimiaceae,tree
659,CAR,4,open,H17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Guapira opposita,Nyctaginaceae,tree
660,CAR,4,open,H18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T30,Mollinedia schottiana,Monimiaceae,tree
661,CAR,4,open,H19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Polypodiaceae sp.,Polypodiaceae,herb
662,CAR,4,open,H20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Psychotria nuda ,Rubiaceae,tree
663,CAR,4,open,H21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Dendropanax sp.,Araliaceae,tree
664,CAR,4,open,H22,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,T0,T60,Psychotria nuda ,Rubiaceae,tree
665,CAR,4,open,H23,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Garcinia gardneriana,Clusiaceae,tree
666,CAR,4,open,H24,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T24,Indeterminate sp.,Indeterminate,indeterminate
667,CAR,4,open,H25,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T12,alive,Dichorisandra sp.,Commelinaceae,herb
668,CAR,4,open,H26,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Geonoma pauciflora,Arecaceae,palm
669,CAR,4,open,H27,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T24,T48,Garcinia gardneriana,Clusiaceae,tree
670,CAR,4,open,H28,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,T30,T48,Psychotria nuda ,Rubiaceae,tree
671,CAR,4,open,H29,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,NA,NA,T30,T72,Indeterminate sp.,Indeterminate,indeterminate
672,CAR,4,open,H30,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,NA,T30,T66,Garcinia gardneriana,Clusiaceae,tree
673,CAR,4,open,H31,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Garcinia gardneriana,Clusiaceae,tree
674,CAR,4,open,H32,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,NA,T30,T54,Garcinia gardneriana,Clusiaceae,tree
675,CAR,4,open,H33,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,NA,T36,T60,Garcinia gardneriana,Clusiaceae,tree
676,CAR,4,open,H34,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Coccocypselum sp.,Rubiaceae,herb
677,CAR,4,open,H35,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Coccocypselum sp.,Rubiaceae,herb
678,CAR,4,open,H36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Indeterminate sp.,Indeterminate,indeterminate
679,CAR,4,open,H37,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,NA,T48,T66,Schnella sp.,Fabaceae,liana
680,CAR,4,open,H38,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,NA,T48,T78,Lamiaceae sp.,Lamiaceae,indeterminate
681,CAR,4,open,H39,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Garcinia gardneriana,Clusiaceae,tree
682,CAR,4,open,H40,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Myrtaceae sp.,Myrtaceae,tree
683,CAR,4,open,H41,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Psychotria nuda ,Rubiaceae,tree
684,CAR,4,close,C1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Garcinia gardneriana,Clusiaceae,tree
685,CAR,4,close,C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,T0,T84,Coccocypselum sp.,Rubiaceae,herb
686,CAR,4,close,C3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Rubiaceae sp. 1,Rubiaceae,indeterminate
687,CAR,4,close,C4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Geonoma pauciflora,Arecaceae,palm
688,CAR,4,close,C5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Garcinia gardneriana,Clusiaceae,tree
689,CAR,4,close,C6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Rubiaceae sp. 1,Rubiaceae,indeterminate
690,CAR,4,close,C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Eugenia cerasiflora,Myrtaceae,tree
691,CAR,4,close,C8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T12,T24,Indeterminate sp.,Indeterminate,indeterminate
692,CAR,4,close,C9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T12,T24,Indeterminate sp.,Indeterminate,indeterminate
693,CAR,4,close,C10,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T18,alive,Garcinia gardneriana,Clusiaceae,tree
694,CAR,4,close,C11,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA,NA,T24,T54,Garcinia gardneriana,Clusiaceae,tree
695,CAR,4,close,C12,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Piper sp.,Piperaceae,herb
696,CAR,4,close,C13,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Garcinia gardneriana,Clusiaceae,tree
697,CAR,4,close,C14,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,NA,NA,T24,T60,Garcinia gardneriana,Clusiaceae,tree
698,CAR,4,close,C15,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,NA,NA,T24,T66,Garcinia gardneriana,Clusiaceae,tree
699,CAR,4,close,C16,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Garcinia gardneriana,Clusiaceae,tree
700,CAR,4,close,C17,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,NA,NA,T30,T78,Garcinia gardneriana,Clusiaceae,tree
701,CAR,4,close,C18,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Coccocypselum sp.,Rubiaceae,herb
702,CAR,4,close,C19,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Geonoma pauciflora,Arecaceae,palm
703,CAR,4,close,C20,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,NA,T30,T60,Garcinia gardneriana,Clusiaceae,tree
704,CAR,4,close,C21,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,T36,T54,Garcinia gardneriana,Clusiaceae,tree
705,CAR,4,close,C22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,T36,T42,Garcinia gardneriana,Clusiaceae,tree
706,CAR,4,close,C23,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA,NA,T42,T72,Garcinia gardneriana,Clusiaceae,tree
707,CAR,4,close,C24,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Garcinia gardneriana,Clusiaceae,tree
708,CAR,4,close,C25,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,NA,T48,alive,Coccocypselum sp.,Rubiaceae,herb
709,CAR,4,close,C26,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,T54,alive,Ocotea dispersa,Lauraceae,tree
710,CAR,4,close,C27,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,T54,alive,Bignoniaceae sp.,Bignoniaceae,liana
711,CAR,4,close,C28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,T60,T72,Garcinia gardneriana,Clusiaceae,tree
712,CAR,4,close,C29,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Garcinia gardneriana,Clusiaceae,tree
713,CAR,4,close,C30,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Myrtaceae sp.,Myrtaceae,tree
714,CAR,4,close,C31,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Hirtella hebeclada,Chrysobalanaceae,tree
715,CAR,4,close,C32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Garcinia gardneriana,Clusiaceae,tree
716,CAR,4,close,C33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Geonoma sp.,Arecaceae,palm
717,CAR,4,close,D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Bignoniaceae sp.,Bignoniaceae,indeterminate
718,CAR,4,close,D2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Rubiaceae sp. 1,Rubiaceae,indeterminate
719,CAR,4,close,D3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,T0,T78,Fabaceae sp. 1,Fabaceae,indeterminate
720,CAR,4,close,D4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Geonoma pauciflora,Arecaceae,palm
721,CAR,4,close,D5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T12,Rubiaceae sp.,Rubiaceae,indeterminate
722,CAR,4,close,D6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Rubiaceae sp.,Rubiaceae,indeterminate
723,CAR,4,close,D7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Bignoniaceae sp.,Bignoniaceae,indeterminate
724,CAR,4,close,D8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Bignoniaceae sp.,Bignoniaceae,indeterminate
725,CAR,4,close,D9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,T0,T60,Rubiaceae sp.,Rubiaceae,indeterminate
726,CAR,4,close,D10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Fabaceae sp.,Fabaceae,indeterminate
727,CAR,4,close,D11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Garcinia gardneriana,Clusiaceae,tree
728,CAR,4,close,D12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Psychotria nuda ,Rubiaceae,tree
729,CAR,4,close,D13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Rubiaceae sp.,Rubiaceae,indeterminate
730,CAR,4,close,D14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Sloanea guianensis,Elaeocarpaceae,tree
731,CAR,4,close,D15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Heisteria silvianii,Olacaceae,tree
732,CAR,4,close,D16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Heisteria silvianii,Olacaceae,tree
733,CAR,4,close,D17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Eugenia sp.,Myrtaceae,tree
734,CAR,4,close,D18,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Gomidesia spectabilis,Myrtaceae,tree
735,CAR,4,close,D19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Garcinia gardneriana,Clusiaceae,tree
736,CAR,4,close,D20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Rubiaceae sp.,Rubiaceae,indeterminate
737,CAR,4,close,D21,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Rubiaceae sp.,Rubiaceae,indeterminate
738,CAR,4,close,D22,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Eugenia sp.,Myrtaceae,tree
739,CAR,4,close,D23,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Garcinia gardneriana,Clusiaceae,tree
740,CAR,4,close,D24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Coccocypselum sp.,Rubiaceae,herb
741,CAR,4,close,D25,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Rubiaceae sp.,Rubiaceae,indeterminate
742,CAR,4,close,D26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Bignoniaceae sp.,Bignoniaceae,indeterminate
743,CAR,4,close,D27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Euterpe edulis,Arecaceae,palm
744,CAR,4,close,D28,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Geonoma pauciflora,Arecaceae,palm
745,CAR,4,close,D29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T12,Rubiaceae sp.,Rubiaceae,indeterminate
746,CAR,4,close,D30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Rubiaceae sp. 1,Rubiaceae,indeterminate
747,CAR,4,close,D31,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Geonoma pauciflora,Arecaceae,palm
748,CAR,4,close,D32,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Garcinia gardneriana,Clusiaceae,tree
749,CAR,4,close,D33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T24,T36,Indeterminate sp.,Indeterminate,indeterminate
750,CAR,4,close,D34,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA,NA,T24,T54,Rubiaceae sp. 1,Rubiaceae,indeterminate
751,CAR,4,close,D35,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Coccocypselum sp.,Rubiaceae,herb
752,CAR,4,close,D36,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T24,T48,Rubiaceae sp.,Rubiaceae,indeterminate
753,CAR,4,close,D37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T24,T36,Coccocypselum sp.,Rubiaceae,herb
754,CAR,4,close,D38,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T24,T42,Euterpe edulis,Arecaceae,palm
755,CAR,4,close,D39,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Garcinia gardneriana,Clusiaceae,tree
756,CAR,4,close,D40,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,NA,T30,T66,Geonoma pauciflora,Arecaceae,palm
757,CAR,4,close,D41,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Garcinia gardneriana,Clusiaceae,tree
758,CAR,4,close,D42,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Garcinia gardneriana,Clusiaceae,tree
759,CAR,4,close,D43,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA,NA,T36,T66,Myrtaceae cf.,Myrtaceae cf.,indeterminate
760,CAR,4,close,D44,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Coccocypselum sp.,Rubiaceae,herb
761,CAR,4,close,D45,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Coccocypselum sp.,Rubiaceae,herb
762,CAR,4,close,D46,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Coccocypselum sp.,Rubiaceae,herb
763,CAR,4,close,D47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,T36,T42,Garcinia gardneriana,Clusiaceae,tree
764,CAR,4,close,D48,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Garcinia gardneriana,Clusiaceae,tree
765,CAR,4,close,D49,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,T36,T54,Myrtaceae cf.,Myrtaceae cf.,indeterminate
766,CAR,4,close,D50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,T42,T54,Coccocypselum sp.,Rubiaceae,herb
767,CAR,4,close,D51,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,NA,T42,T66,Fabaceae sp. 1,Fabaceae,indeterminate
768,CAR,4,close,D52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Garcinia gardneriana,Clusiaceae,tree
769,CAR,4,close,D53,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Garcinia gardneriana,Clusiaceae,tree
770,CAR,4,close,D49',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,T48,T54,Indeterminate sp.,Indeterminate,indeterminate
771,CAR,4,close,D54,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,NA,NA,T48,T78,Bignoniaceae cf.,Bignoniaceae cf.,indeterminate
772,CAR,4,close,D55,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,NA,T48,alive,Fabaceae sp. 1,Fabaceae,indeterminate
773,CAR,4,close,D56,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Garcinia gardneriana,Clusiaceae,tree
774,CAR,4,close,D57,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA,NA,T60,T84,Garcinia gardneriana,Clusiaceae,tree
775,CAR,4,close,D58,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,T72,alive,Fabaceae sp.,Fabaceae,indeterminate
